,Unnamed: 0,en,cn,ar,pos,cn_split
1298,1299,lost and found,失物招领处,,np,失物招领 处
1299,1300,Lost Child Information.,走失儿童认领。,,sent,走失 儿童 认领 。
1300,1301,lost property,失物招领,,np,失物招领
1301,1302,lounge pavilion,贵宾候机亭,,np,贵宾 候机 亭
1302,1303,Lounge Pavilion.,贵宾候机亭。,,sent,贵宾 候机 亭 。
1303,1304,Lucknow,勒克瑙,لكناو,np,勒克瑙
1304,1305,luggage,行李,,np,行李
1305,1306,Luggage Car.,行李车。,,sent,行李车 。
1306,1307,luggage cart,行李推车,,np,行李 推车
1307,1308,luggage claim,行李领取处,,np,行李 领取 处
1308,1309,Luggage Delivery.,行李交付。,,sent,行李 交付 。
1309,1310,luggage depository,行李存放处,,np,行李 存放处
1310,1311,luggage from flights,到港行李,,np,到 港 行李
1311,1312,Luggage Inspection.,行李检查台。,,sent,行李 检查 台 。
1312,1313,luggage locker,行李暂存箱,,np,行李 暂存 箱
1313,1314,luggage pick up,取行李,,np,取 行李
1314,1315,luggage reclaim,取行李,,np,取 行李
1315,1316,Luggage Storage (Counter).,行李寄存（处）。,,sent,行李 寄存 （ 处 ） 。
1316,1317,Luggage Weighting.,行李称重处。,,sent,行李 称重 处 。
1317,1318,lunch,午饭,غداء,np,午饭
1318,1319,Luxembourg,卢森堡,لوكسمبورغ,np,卢森堡
1319,1320,Lyon,里昂,ليون,np,里昂
1320,1321,macaroni,通粉,معكرونة,np,通粉
1321,1322,Macau,澳门,ماكاو,np,澳门
1322,1323,Macedonia,马其顿,مقدونيا,np,马其顿
1323,1324,Madagascar,马达加斯加,مدغشقر,np,马达加斯加
1324,1325,Madrid,马德里,مدريد,np,马德里
1325,1326,maggi,美极油,,np,美极油
1326,1327,main lobby,主候机厅,,np,主 候机厅
1327,1328,major,主修,,np,主修
1328,1329,Making Your Stay A Complete Success Is Our Goal.,让您居住的完全满意是我们的宗旨。,,sent,让 您 居住 的 完全 满意 是 我们 的 宗旨 。
1329,1330,Malawi,马拉维,مالاوي,np,马拉维
1330,1331,Malaysia,马来西亚,ماليزيا,np,马来西亚
1331,1332,Maldives,马尔代夫,جزر المالديف,np,马尔代夫
1332,1333,male,男的,الذكر,np,男 的
1333,1334,Mali,马里,مالي,np,马里
1334,1335,Malta,马耳他,مالطا,np,马耳他
1335,1336,Manager On Duty.,值班经理。,,sent,值班 经理 。
1336,1337,Manchester,曼彻斯特,مانشستر,np,曼彻斯特
1337,1338,mango,芒果,مانجو,np,芒果
1338,1339,mango mocha,芒果摩卡咖啡,,np,芒果 摩卡 咖啡
1339,1340,Manila,马尼拉,مانيلا,np,马尼拉
1340,1341,Many cafes are now equipped with Wi-Fi.,现在很多咖啡店都装有无线网络。,,sent,现在 很多 咖啡店 都 装有 无线网络 。
1341,1342,March,三月,مارس,np,三月
1342,1343,marital status,婚姻状况,,np,婚姻状况
1343,1344,marmalade,酸果酱,,np,酸 果酱
1344,1345,marriage,婚姻,,np,婚姻
1345,1346,married,已婚,,np,已婚
1346,1347,Marseille,马赛,مرسيليا,np,马赛
1347,1348,Marshall Islands,马绍尔群岛,جزر مارشال,np,马绍尔群岛
1348,1349,master,硕士,,np,硕士
1349,1350,Mauritania,毛里塔尼亚,موريتانيا,np,毛里塔尼亚
1350,1351,Mauritius,毛里求斯,موريشيوس,np,毛里求斯
1351,1352,Maximum storage.,最高限重。,,sent,最高 限重 。
1352,1353,May,五月,مايو,np,五月
1353,1354,May I ask where you come from?,我可以问一下你从哪里来吗?,,sent,我 可以 问 一下 你 从 哪里 来 吗 ?
1354,1355,May I check in here for flight to *?,这里是去*的航班登机手续办理处吗?,,vp,这里 是 去 * 的 航班 登机 手续 办理 处 吗 ?
1355,1356,May I get a high chair for the baby?,我可以给婴儿拿个高脚椅吗?,,sent,我 可以 给 婴儿 拿个 高脚 椅 吗 ?
1356,1357,May I have a bottle of *?,可以来一瓶*吗？,هل لي بالحصول على قارورة *؟,vp,可以 来 一瓶 * 吗 ？
1357,1358,May I have a cup of *?,可以来一杯*吗？,هل لي بالحصول على كوب من *؟,vp,可以 来 一杯 * 吗 ？
1358,1359,May I have a doggy bag?,我可以打包吗?,,sent,我 可以 打包 吗 ?
1359,1360,"May I have a drink, please?",给我一些饮料可以吗?,,sent,给 我 一些 饮料 可以 吗 ?
1360,1361,May I have a glass of *?,可以来一杯*吗？,هل لي بالحصول على كأس من *؟,vp,可以 来 一杯 * 吗 ？
1361,1362,"May I have another black coffee, please?",请再给我一杯黑咖啡好吗？,,sent,请 再 给 我 一杯 黑 咖啡 好 吗 ？
1362,1363,May I have some *?,可以来一点*吗？,هل لي بالحصول على القليل من *؟,vp,可以 来 一点 * 吗 ？
1363,1364,"May I have your name and phone number, please?",能告诉我你的名字和电话吗?,,sent,能 告诉 我 你 的 名字 和 电话 吗 ?
1364,1365,"May I have your name, please?",请把你的名字告诉我好吗?,هل لي بإسمك، رجاء؟,sent,请 把 你 的 名字 告诉 我 好 吗 ?
1365,1366,May I have your name?,请问您的姓名?,هل لي بإسمك؟,sent,请问 您 的 姓名 ?
1366,1367,May I have your passport please?,可以给我您的护照吗。,هل بوسعيّ أخذ جواز سفرك، لو سمحت؟,sent,可以 给 我 您 的 护照 吗 。
1367,1368,May I have your telephone number and address?,我可以得到你的电话号码和地址吗?,,sent,我 可以 得到 你 的 电话号码 和 地址 吗 ?
1368,1369,May I help you?,我能为你效劳吗?,,sent,我能 为 你 效劳 吗 ?
1369,1370,"May I please ask, what is your name?",请问你叫什么名?,هل لي بالسؤال، ما هو اسمك؟,sent,请问 你 叫 什么 名 ?
1370,1371,May I see the room first?,请问我可以先看一下房间吗？,هل لي برؤية الغرفة أولاً؟,sent,请问 我 可以 先看 一下 房间 吗 ？
1371,1372,"May I see your passport, please?",可以看看你的护照吗?,,sent,可以 看看 你 的 护照 吗 ?
1372,1373,mcdonald-douglas,麦道,,np,麦道
1373,1374,Me too.,我也是,أنا أيضاً,sent,我 也 是
1374,1375,Mecca,麦加,مكة المكرمة,np,麦加
1375,1376,Medellin,麦德林,ميديلين,np,麦德林
1376,1377,Medical emergency,医疗急诊,طارئ طبي,np,医疗 急诊
1377,1378,Melbourne,墨尔本,ملبورن,np,墨尔本
1378,1379,men,男人,رجال,np,男人
1379,1380,men's bathroom,男厕,,np,男厕
1380,1381,menu,菜单,,np,菜单
1381,1382,metallic,金属的,,np,金属 的
1382,1383,Mexico,墨西哥,المكسيك,np,墨西哥
1383,1384,Mexico City,墨西哥城,المكسيك المدينة,np,墨西哥城
1384,1385,Micronesia,密克罗尼西亚,ميكرونيزيا,np,密克罗尼西亚
1385,1386,midnight,半夜,منتصف الليل,np,半夜
1386,1387,Milan,米兰,ميلان,np,米兰
1387,1388,milk,牛奶,حليب,np,牛奶
1388,1389,million,一百万,مليون,num,一百万
1389,1390,minor,副修,,np,副 修
1390,1391,miss,小姐,,np,小姐
1391,1392,Missing People Help Line.,走失求救热线。,,sent,走失 求救 热线 。
1392,1393,mobile telephone,移动电话,,np,移动电话
1393,1394,modest,谦虚的,,np,谦虚 的
1394,1395,Moldova,摩尔多瓦,مولدوفا,np,摩尔多瓦
1395,1396,Monaco,摩纳哥,موناكو,np,摩纳哥
1396,1397,Monday,星期一,الاثنين,np,星期一
1397,1398,money,金钱,مال,np,金钱
1398,1399,money exchange,货币兑换处,,np,货币 兑换处
1399,1400,Mongolia,蒙古,منغوليا,np,蒙古
1400,1401,Montenegro,黑山,الجبل الأسود,np,黑山
1401,1402,month,月,,np,月
1402,1403,Montpellier,蒙彼利埃,مونبلييه,np,蒙彼利埃
1403,1404,Montreal,蒙特利尔,مونتريال,np,蒙特利尔
1404,1405,more,更,أكثر,adj,更
1405,1406,more than,多于,أكثر من,adj,多于
1406,1407,morning,早上,صباح,np,早上
1407,1408,Morning. May I help you?,早上好，请问有什么可以帮你的吗?,,sent,早上好 ， 请问 有 什么 可以 帮 你 的 吗 ?
1408,1409,Morocco,摩洛哥,المغرب,np,摩洛哥
1409,1410,Moscow,莫斯科,موسكو,np,莫斯科
1410,1411,mother,妈妈,,np,妈妈
1411,1412,mother-in-law,婆婆,,np,婆婆
1412,1413,Mozambique,莫桑比克,موزمبيق,np,莫桑比克
1413,1414,mr,先生,,np,先生
1414,1415,mrs,太太,,np,太太
1415,1416,ms,小姐,,np,小姐
1416,1417,msg,味精,,np,味精
1417,1418,Much better. Thank you.,好多了，谢谢。,,sent,好多 了 ， 谢谢 。
1418,1419,Mumbai,孟买,مومباي,np,孟买
1419,1420,Munich,慕尼黑,ميونيخ,np,慕尼黑
1420,1421,mustard,芥末,,np,芥末
1421,1422,mutton,羊肉,لحم الضأن,np,羊肉
1422,1423,My car is waiting outside.,我的车停在外面。,,sent,我 的 车 停 在 外面 。
1423,1424,My fish is not cooked enough.,我的鱼没做熟。,,sent,我 的 鱼 没 做 熟 。
1424,1425,My job is to teach students.,我的工作是教学生。,,sent,我 的 工作 是 教 学生 。
1425,1426,My name is * .,我叫 * 。,أنا اسمي *.,vp,我 叫   *   。
1426,1427,My nationality is *.,我的国籍是*。,جنسيتي هي *.,vp,我 的 国籍 是 * 。
1427,1428,My number is *.,我的电话*。,,vp,我 的 电话 * 。
1428,1429,My parents and my younger sister.,父母和我的妹妹。,,sent,父母 和 我 的 妹妹 。
1429,1430,My steak is raw.,我的牛排是生的。,,sent,我 的 牛排 是 生 的 。
1430,1431,My steak is tough and overdone.,我的牛排太硬过熟了。,,sent,我 的 牛排 太硬过 熟 了 。
1431,1432,My surname is *.,我姓 *。,لقبي هو *.,vp,我姓   * 。
1432,1433,My telephone number is *.,我的电话号码是*。,رقم هاتفي هو *.,vp,我 的 电话号码 是 * 。
1433,1434,Myanmar,缅甸,ميانمار,np,缅甸
1434,1435,nails,指甲,أظافر,np,指甲
1435,1436,Nairobi,内罗毕,نيروبي,np,内罗毕
1436,1437,name,姓名,,np,姓名
1437,1438,name of passenger,旅客姓名,,np,旅客 姓名
1438,1439,Namibia,纳米比亚,ناميبيا,np,纳米比亚
1439,1440,Nantes,南特,نانت,np,南特
1440,1441,napkin,餐巾,,np,餐巾
1441,1442,national ID,证件,الهوية الوطنية,np,证件
1442,1443,nationality,国籍,جنسية,np,国籍
1443,1444,native place,籍贯,المكان الأصلي,np,籍贯
1444,1445,Nauru,瑙鲁,ناورو,np,瑙鲁
1445,1446,neck,脖子,رقبة,np,脖子
1446,1447,Nepal,尼泊尔,نيبال,np,尼泊尔
1447,1448,nephew,侄儿,,np,侄儿
1448,1449,net weight,净重,,np,净重
1449,1450,Netherlands,荷兰,هولندا,np,荷兰
1450,1451,Never Open Door Prior To Verifying ID.,没有确认对方身份绝对不能开门。,,sent,没有 确认 对方 身份 绝对 不能 开门 。
1451,1452,New York City,纽约市,نيويورك,np,纽约市
1452,1453,New Zealand,新西兰,نيوزيلاندا,np,新西兰
1453,1454,Newcastle,新城堡,نيوكاسل,np,新 城堡
1454,1455,newspaper,报纸,جرائد,np,报纸
1455,1456,next week,下个星期,الأسبوع القادم,np,下个星期
1456,1457,Nicaragua,尼加拉瓜,نيكاراغوا,np,尼加拉瓜
1457,1458,Nice,尼斯,لطيف,np,尼斯
1458,1459,Nice to meet you.,很高兴认识你。,سعيد بالتعرف عليك,sent,很 高兴 认识 你 。
1459,1460,niece,侄女,,np,侄女
1460,1461,Niger,尼日尔,النيجر,np,尼日尔
1461,1462,Nigeria,尼日利亚,نيجيريا,np,尼日利亚
1462,1463,night,晚上,ليلة,np,晚上
1463,1464,Night Porter On Duty.,夜间有行李搬运服务生。,,sent,夜间 有 行李 搬运 服务生 。
1464,1465,nine,九,تسعة,num,九
1465,1466,no admittance,闲人免进,,np,闲人免进
1466,1467,no bills,不准张贴,,np,不准 张贴
1467,1468,"No cream, please.",请不要加奶油。,,sent,请 不要 加 奶油 。
1468,1469,no entry,禁止入内,,np,禁止入 内
1469,1470,no honking,禁止鸣喇叭,,np,禁止 鸣 喇叭
1470,1471,no litter,勿乱扔杂物,,np,勿 乱 扔 杂物
1471,1472,No parking.,禁止停车,ممنوع الوقوف,sent,禁止停车
1472,1473,no passing,禁止通行,,np,禁止通行
1473,1474,no photos,请勿拍照,,np,请勿 拍照
1474,1475,No Service Fee.,免收服务费用。,,sent,免收 服务 费用 。
1475,1476,no smoking,禁止吸烟,,np,禁止 吸烟
1476,1477,no smoking except in designated area,除指定区域外，禁止吸烟,,np,除 指定 区域 外 ， 禁止 吸烟
1477,1478,No Smoking Except In Designated Area.,除指定区域外，禁止吸烟。,,sent,除 指定 区域 外 ， 禁止 吸烟 。
1478,1479,no u turn,禁止掉头,,np,禁止 掉头
1479,1480,no visitors,游人止步,,np,游人 止步
1480,1481,"No, I don't think we've met.",不，我想没见过面。,,sent,不 ， 我 想 没 见过面 。
1481,1482,"No, I haven't reserved in advance.",没有，我事先没有预订。,,sent,没有 ， 我 事先 没有 预订 。
1482,1483,"No, it's for my friend.",不，是我的朋友。,,sent,不 ， 是 我 的 朋友 。
1483,1484,"No, not at all. there you go.",没关系，给你。,,sent,没关系 ， 给 你 。
1484,1485,"No, Sir/Madam Just show your ticket to the boarding officer as you get on the plane.",没有，小姐。您登机时只要向工作人员出示机票就可以了。,,sent,没有 ， 小姐 。 您 登机 时 只要 向 工作人员 出示 机票 就 可以 了 。
1485,1486,"No, thank you.",不用了，谢谢。,لا، شكراً.,sent,不用 了 ， 谢谢 。
1486,1487,"No, that's not possible.",不能。,,sent,不能 。
1487,1488,"No, we do not.",没有预订。,,sent,没有 预订 。
1488,1489,"No,I'd rather have a glass of juice, please.",不，我更想要一杯果汁。,,sent,不 ， 我 更 想要 一杯 果汁 。
1489,1490,No.,不。,لا.,sent,不 。
1490,1491,non-smoking seat,非吸烟席,,np,非 吸烟 席
1491,1492,non-smoking section,非吸烟区 ,قسم غير المدخنين,np,非 吸烟区  
1492,1493,Non-smoking.,非吸烟区。,,sent,非 吸烟区 。
1493,1494,non-stop flight,连续飞行,,np,连续飞行
1494,1495,noodles,面条,الشعيرية,np,面条
1495,1496,noon,中午,الظهيرة,np,中午
1496,1497,north,北,شمال,adv,北
1497,1498,North Korea,北朝鲜,كوريا الشمالية,np,北朝鲜
1498,1499,Norway,挪威,النرويج,np,挪威
1499,1500,nose,鼻子,أنف,np,鼻子
1500,1501,Not bad. We'll take it.,可以，就做这儿吧。,,sent,可以 ， 就 做 这儿 吧 。
1501,1502,not for sale,恕不出售,,np,恕 不 出售
1502,1503,Not too far.,不太远,ليس بعيد جداً,sent,不太远
1503,1504,nothing to declare,无报关,,np,无 报关
1504,1505,nothing to declare,无申报通道,,np,无 申报 通道
1505,1506,Notice On Luggage Check-In.,行包托运须知。,,sent,行包 托运 须知 。
1506,1507,Nottingham,诺丁汉,نوتنغهام,np,诺丁汉
1507,1508,November,十一月,نوفمبر,np,十一月
1508,1509,now,现在,الآن,adv,现在
1509,1510,Now put everything from your pockets in this tray and come through the detector.,现在请把口袋里的东西掏出来放在这里，从检测器走过。,,sent,现在 请 把 口袋 里 的 东西 掏出 来 放在 这里 ， 从 检测器 走过 。
1510,1511,Now you have been booked.,现在您已完成订位。,,sent,现在 您 已 完成 订位 。
1511,1512,Number *.,数字 *.,رقم *,vp,数字   * .
1512,1513,number and street,街道及门牌号,,np,街道 及 门牌号
1513,1514,number of children,子女人数,,np,子女 人数
1514,1515,object,物品,,np,物品
1515,1516,occupation,职业,,np,职业
1516,1517,occupational history,工作经历,,np,工作 经历
1517,1518,occupied,有人,,np,有人
1518,1519,October,十月,أكتوبر,np,十月
1519,1520,off,关,,np,关
1520,1521,off-job training,脱产培训,,np,脱产 培训
1521,1522,office hours,办公时间,,np,办公时间
1522,1523,office phone,办公电话,,np,办公 电话
1523,1524,official use only,官方填写,,np,官方 填写
1524,1525,offspring,后代,,np,后代
1525,1526,oil,油,,np,油
1526,1527,"OK, I'll take it.",我要买这个。,حسناً، سآخذه.,sent,我要 买 这个 。
1527,1528,OK. And anything else I can do for you?,好的，还有什么别的需要吗?,,sent,好 的 ， 还有 什么 别的 需要 吗 ?
1528,1529,OK. Anyting else?,好的，还要其它的吗?,,sent,好 的 ， 还要 其它 的 吗 ?
1529,1530,OK. I will take it.,好的，就这班。,,sent,好 的 ， 就 这班 。
1530,1531,OK. I'll have that right out.,好的，我马上拿给你。,,sent,好 的 ， 我 马上 拿给 你 。
1531,1532,OK. Thank you and we look forward to your arrival.,好的，谢谢您，我们期盼您的到来。,,sent,好 的 ， 谢谢您 ， 我们 期盼 您 的 到来 。
1532,1533,OK. We look forward to your visit.,好的，我们期待您的光临。,,sent,好 的 ， 我们 期待 您 的 光临 。
1533,1534,"OK. Your name, please?",可以，请问您的名字?,,sent,可以 ， 请问 您 的 名字 ?
1534,1535,Okay.,好的,حسناًً,sent,好 的
1535,1536,olive oil,橄榄油,,np,橄榄油
1536,1537,Oman,阿曼,سلطنة عمان,np,阿曼
1537,1538,one,一,واحد,num,一
1538,1539,"One economy class seat, is that right?",一个经济舱座位，对吗？,,sent,一个 经济舱 座位 ， 对 吗 ？
1539,1540,"One extra pillow, please.",请再给我一个枕头。,,sent,请 再 给 我 一个 枕头 。
1540,1541,"One more, please.",请再给我一个。,واحد إضافي، من فضلك.,sent,请 再 给 我 一个 。
1541,1542,one o'clock AM,凌晨一点钟,الساعة الواحدة صباحاً,np,凌晨 一点钟
1542,1543,one o'clock PM,下午一点钟,الساعة الواحدة مساءً,np,下午 一点钟
1543,1544,"One ticket to *, please.",要一张去*的票，谢谢,تذكرة واحدة إلى *.,vp,要 一张 去 * 的 票 ， 谢谢
1544,1545,one way,单行道,اتجاه واحد,adv,单行道
1545,1546,One way.,单程。,,sent,单程 。
1546,1547,one-way ticket,单程机票,,np,单程 机票
1547,1548,onion,洋葱,,np,洋葱
1548,1549,Only first class tickets are available.,现在只有头等舱了。,,sent,现在 只有 头等舱 了 。
1549,1550,open,营业,مفتوح,adj,营业
1550,1551,to open,打开,لفتح,vp,打开
1551,1552,orange,橙子,برتقال,np,橙子
1552,1553,orange color,橙色,برتقالي,adj,橙色
1553,1554,orange juice,柳橙汁,عصير برتقال,np,柳橙汁
1554,1555,Osaka,大阪,أوساكا,np,大阪
1555,1556,Oslo,奥斯陆,أوسلو,np,奥斯陆
1556,1557,others,其他,,np,其他
1557,1558,Ottawa,渥太华,أوتاوا,np,渥太华
1558,1559,Our chef is trying his best.,我们的厨师正在尽最大的努力。,,sent,我们 的 厨师 正在 尽 最大 的 努力 。
1559,1560,Our seats are separated.,我们的座位是分开的。,,sent,我们 的 座位 是 分开 的 。
1560,1561,Our table number is *.,我们预订桌号是*。,,vp,我们 预订 桌号 是 * 。
1561,1562,Our waiter will show you to your table.,我们的服务生会带您到餐位。,,sent,我们 的 服务生 会带 您 到 餐位 。
1562,1563,Our waitress will be with you in a moment.,服务员马上就来。,,sent,服务员 马上 就 来 。
1563,1564,Our waitress will get you tea in a minute.,服务员马上就给您上茶。,,sent,服务员 马上 就 给 您 上 茶 。
1564,1565,Outdoor Swimming Pools.,室外泳池。,,sent,室外 泳池 。
1565,1566,oxygen mask,氧气罩,,np,氧气 罩
1566,1567,oyster sauce,蚝油,,np,蚝油
1567,1568,pain killer,止痛药,مسكن ألم,np,止痛药
1568,1569,painful,痛。,مؤلم,adj,痛 。
1569,1570,Pakistan,巴基斯坦,باكستان,np,巴基斯坦
1570,1571,Palau,帕劳,بالاو,np,帕劳
1571,1572,Panama,巴拿马,بناما,np,巴拿马
1572,1573,Panama City,巴拿马城,مدينة باناما,np,巴拿马城
1573,1574,paper napkin,纸巾,,np,纸巾
1574,1575,Papua New Guinea,巴布亚新几内亚,بابوا غينيا الجديدة,np,巴布亚新几内亚
1575,1576,Paraguay,巴拉圭,باراغواي,np,巴拉圭
1576,1577,Pardon me?,可以再重复一遍吗？,عذراً/معذرة؟,sent,可以 再 重复 一遍 吗 ？
1577,1578,parents,父母,,np,父母
1578,1579,Paris,巴黎,باريس,np,巴黎
1579,1580,parting,停车处,,np,停车处
1580,1581,passenger manifest,乘客名单,,np,乘客 名单
1581,1582,passenger plane,客机,,np,客机
1582,1583,"Passengers in the first class, please proceed to the boarding gate now.",请头等舱的旅客前往登机门。,,sent,请 头等舱 的 旅客 前往 登机 门 。
1583,1584,passport,护照,جواز سفر,np,护照
1584,1585,passport control,入境检验,,np,入境 检验
1585,1586,passport control immigration,护照检查处,,np,护照 检查 处
1586,1587,passport no,护照号,,np,护照 号
1587,1588,Past the *.,传*,بعد ال*. / بعد أن تتخطى ال*.,vp,传 *
1588,1589,pause,暂停,,np,暂停
1589,1590,pay,付,ادفع,vp,付
1590,1591,Pay Phone,付费电话,,sent,付费 电话
1591,1592,peach latte,蜜桃咖啡拿铁,,np,蜜桃 咖啡 拿 铁
1592,1593,peanut,花生酱,,np,花生酱
1593,1594,pen,笔,قلم حبر,np,笔
1594,1595,pen name,笔名,,np,笔名
1595,1596,pencil,铅笔,قلم رصاص,np,铅笔
1596,1597,pepper,胡椒,,np,胡椒
1597,1598,pepper shaker,胡椒瓶,,np,胡椒 瓶
1598,1599,permanent address,永久住址,,np,永久 住址
1599,1600,Perth,珀斯,بيرث,np,珀斯
1600,1601,Peru,秘鲁,بيرو,np,秘鲁
1601,1602,petrol,汽油,بترول,np,汽油
1602,1603,Philippines,菲律宾,الفلبين,np,菲律宾
1603,1604,Phnom Penh,金边,بنوم بنه,np,金边
1604,1605,pickle,咸菜,,np,咸菜
1605,1606,pillow,枕头,,np,枕头
1606,1607,Pilot's Cockpit.,飞行员驾驶舱。,,sent,飞行员 驾驶舱 。
1607,1608,plane no,机号,,np,机号
1608,1609,plane ticket,飞机票,,np,飞机票
1609,1610,Please accept our apology.,请接受我们的道歉。,,sent,请 接受 我们 的 道歉 。
1610,1611,Please be more careful in the future.,请以后多多注意。,,sent,请 以后 多多 注意 。
1611,1612,Please be there * at the latest.,最晚请在*到那里。,,vp,最晚 请 在 * 到 那里 。
1612,1613,Please Call The Hotel Operator For More Information.,可以打电话询问酒店接线员更多信息。,,sent,可以 打电话 询问 酒店 接线员 更 多 信息 。
1613,1614,Please cancel my order if the food is not ready.,如果饭菜没做好的话请取消我的点餐吧。,,sent,如果 饭菜 没 做好 的话 请 取消 我 的 点餐 吧 。
1614,1615,Please check in at the airport two hours before departure.,请于起飞前*小时到机场办理登机手续。,,vp,请 于 起飞前 * 小时 到 机场 办理 登机 手续 。
1615,1616,Please check-in at zone *,请到*区办理登机手续。,,vp,请 到 * 区 办理 登机 手续 。
1616,1617,Please clean my room.,请清洁我的房间,من فضلك نظف غرفتي.,sent,请 清洁 我 的 房间
1617,1618,Please clean up the table.,请收拾一下桌子。,,sent,请 收拾 一下 桌子 。
1618,1619,Please clear the plates.,请洗干净这些碟子,من فضلك نظف الصحون.,sent,请 洗 干净 这些 碟子
1619,1620,Please come over for inspection.,请过来接受检查。,,sent,请 过来 接受 检查 。
1620,1621,Please come this way.,请往这边走。,,sent,请往 这边 走 。
1621,1622,Please come with me.,请跟我过来,أرجوك، تعال/تعالي معي.,sent,请 跟 我 过来
1622,1623,Please do and hurry up!,请快一点!,,sent,请 快 一点 !
1623,1624,Please follow me.,请跟我来。,,sent,请 跟我来 。
1624,1625,Please follow the signs for zone R to check in.,请沿着标志引导到Ｒ区办理登机手续。,,sent,请 沿着 标志 引导 到 Ｒ 区 办理 登机 手续 。
1625,1626,Please give me *.,请给我*。,من فضلك أعطني *.,vp,请 给 我 * 。
1626,1627,Please give me the paper towel.,请给我些纸巾。,,sent,请 给 我些 纸巾 。
1627,1628,Please give me your baggage claim tag.,请给我你的行李领取牌。,,sent,请 给 我 你 的 行李 领取 牌 。
1628,1629,Please go to the transfer counter.,请到转机柜台办理。,,sent,请 到 转机 柜台 办理 。
1629,1630,Please have photo identification ready for inspection.,请准备好带照片的身份证接受检查。,,sent,请 准备 好带 照片 的 身份证 接受 检查 。
1630,1631,Please have your luggage checked.,请自觉接受行包安检。,,sent,请 自觉 接受 行包 安检 。
1631,1632,Please have your ticket or boarding card ready for inspection.,请把机票和登机牌准备好接受检查。,,sent,请 把 机票 和 登机牌 准备 好 接受 检查 。
1632,1633,Please Keep Valuables With You.,贵重物品随身携带/贵重物品请自行妥善保管。,,sent,贵重物品 随身携带 / 贵重物品 请 自行 妥善 保管 。
1633,1634,Please keep your seat belt fastened.,请系好安全带。,,sent,请系 好 安全带 。
1634,1635,please leave your luggage with you at all times,请随身携带你的行李,,np,请 随身携带 你 的 行李
1635,1636,Please let us pass.,请让我们借过一下。,,sent,请 让 我们 借过一下 。
1636,1637,Please open your bag. We'd like to have a look.,请把你的包打开，我们要检查一下。,,sent,请 把 你 的 包 打开 ， 我们 要 检查一下 。
1637,1638,Please pack the leftovers for me.,请帮我把剩菜打包。,,sent,请 帮 我 把 剩菜 打包 。
1638,1639,Please pass through the detector one by one.,请一个一个通过探测门。,,sent,请 一个 一个 通过 探测 门 。
1639,1640,Please pull your table down. It's supper time.,晚餐时间到了，请放下桌子。,,sent,晚餐 时间 到 了 ， 请 放下 桌子 。
1640,1641,Please put all carry-on luggage in a basket and then place it on the conveyor.,请把所有的随身行李放在一个筐里，然后把筐放在传送带上。,,sent,请 把 所有 的 随身行李 放在 一个筐 里 ， 然后 把 筐 放在 传送带 上 。
1641,1642,"Please put all your metallic objects such as coin,cellphone,chewing gum,cigarettes,and anything with Aluminum foil into the basket.",请把您随身携带的所有金属物品，如硬币、手机、口香糖、香烟、以 及带锡纸的物品等放在篮子里。,,sent,请 把 您 随身携带 的 所有 金属 物品 ， 如 硬币 、 手机 、 口香糖 、 香烟 、 以   及 带 锡纸 的 物品 等 放在 篮子 里 。
1642,1643,Please put it here.,请把它放在这里。,,sent,请 把 它 放在 这里 。
1643,1644,Please put me on the waiting list.,请把我列为候补。,,sent,请 把 我 列为 候补 。
1644,1645,Please put your baggage on the scale.,请把您的行李放在磅秤上。,,sent,请 把 您 的 行李 放在 磅秤 上 。
1645,1646,Please put your package under your seat.,请把你的行李放在座位下面。,,sent,请 把 你 的 行李 放在 座位 下面 。
1646,1647,Please queue for flights to * destinations.,请排队办理前往*各地的登机手续。,,vp,请 排队 办理 前往 * 各地 的 登机 手续 。
1647,1648,Please raise your arms.,请您抬起双臂。,,sent,请 您 抬起 双臂 。
1648,1649,Please Return This Key Card To The Front Desk When You Check Out.,结账时请将钥匙卡归还前台。,,sent,结账 时请 将 钥匙卡 归还 前台 。
1649,1650,Please rush our order.,请快点做好我们的菜。,,sent,请 快点 做好 我们 的 菜 。
1650,1651,Please sit down.,请坐。,,sent,请 坐 。
1651,1652,Please sit where you like.,请随意入座。,,sent,请 随意 入座 。
1652,1653,Please Take care Of Your Belongings.,请保管好随身物品。,,sent,请 保管 好 随身 物品 。
1653,1654,Please take off your shoes.,请脱掉您的鞋子。,,sent,请 脱掉 您 的 鞋子 。
1654,1655,Please take seats.,请坐。,,sent,请 坐 。
1655,1656,Please take your computer out and put it in the basket.,请把您的电脑从包里取出放入筐里。,,sent,请 把 您 的 电脑 从 包里 取出 放入 筐 里 。
1656,1657,Please tell me your name.,请告诉我您的名字。,,sent,请 告诉 我 您 的 名字 。
1657,1658,Please turn up the AC.,请把空调开大一点。,من فضلك شغل المكيف الهوائي.,sent,请 把 空调 开 大 一点 。
1658,1659,Please unbutton your coat.,请把您的衣扣打开。,,sent,请 把 您 的 衣扣 打开 。
1659,1660,Please use the meter machine.,请打表。,من فضلك استعمل آلة السحب ببطاقة الائتمان.,sent,请 打表 。
1660,1661,Please wait a moment.,请稍等一会。,,sent,请稍等 一会 。
1661,1662,Please wait here or take advantage until our hostess escorts to your table.,请稍等或自便，有人会领你入座。,,sent,请稍等 或 自便 ， 有人 会领 你 入座 。
1662,1663,Please.,请。,من فضلك,adv,请 。
