,en,cn,ar,pos
1142,iodized salt,加碘盐,,np
1143,Iran,伊朗,إيران,np
1144,Iraq,伊拉克,العراق,np
1145,Ireland,爱尔兰,أيرلندا,np
1146,Is breakfast included?,包含早餐吗？,هل يتضمن ذلك الإفطار؟,sent
1147,Is insurance included?,包含保险吗？,هل هذا شامل التأمين؟,sent
1148,Is it a direct flight?,是直飞航班吗?,,sent
1149,Is it free of charge?,续杯是免费的吗?,,sent
1150,Is it open on *?,*对外开放吗？,هل هو مفتوح *؟,vp
1151,Is it possible for you to change your reservation date?,你可不可以改变预约日期呢?,,sent
1152,Is the supermarket open today?,超市今天开门吗?,,sent
1153,Is there * around here?,附近有没有*,هل هناك * قريب؟,vp
1154,Is there * you recommend?,你有推介的*吗？,هل هناك * تنصحني به؟,vp
1155,Is there a cafe near by?,请问附近有没有咖啡店？,,sent
1156,Is there a group discount?,有没有团体折扣？,هل هناك خصم للمجموعات؟,sent
1157,Is there a local specialty?,有没有当地特色？,هل هناك تخصص محلي؟,sent
1158,Is there a student discount?,有没有学生优惠？,هل هناك خصم للطلاب؟,sent
1159,Is there another flight available?,现在还有别的班机可以坐吗?,,sent
1160,Is there anything else to do before flight time?,在起飞前还有其他手续要办吗?,,sent
1161,Is there anywhere I can leave luggage?,有没有地方让我放行李？,هل هناك مكان أترك فيه أغراضي؟,sent
1162,Is there someone here who speaks English?,这里有人会说英语吗？,هل هناك أحد يتحدث الانجليزية؟,sent
1163,Is there table service?,有没有餐桌服务？,هل هناك خدمة طاولات؟,sent
1164,Is this seat *?,这个座位是*吗?,,vp
1165,Is this seat free?,这里有人坐吗？,هل هذا المقعد خالى؟,sent
1166,Is this table all right?,这张桌子可以吗?,,sent
1167,Is this the right counter to check in at?,是在这儿检票吗?,,sent
1168,Islamabad,伊斯兰堡,اسلام اباد,np
1169,Israel,以色列,إسرائيل,np
1170,Istanbul,伊斯坦布尔,اسطنبول,np
1171,It doesn't matter. This one will do.,没关系，那就这张吧。,,sent
1172,It hurts here.,这里很痛,أشعر بالألم هنا.,sent
1173,It is a prohibited item.,这是违禁品。,,sent
1174,It is at the entrance.,就在入口处。,,sent
1175,It is nine in the morning.,现在是早上9点钟。,هي التاسعة صباحاً,sent
1176,It is very hard to find a seat in this restaurant in the evening.,晚上在这家餐厅很难找到座位。,,sent
1177,It seems that the seafood has gone bad.,海鲜好像坏了。,,sent
1178,It was a misunderstanding.,这是误会。,كان سوء تفاهم,sent
1179,It was delicious.,很好吃。,كان لذيذ‏ ‎,sent
1180,It was nice meeting you.,认识你很高兴。,,sent
1181,It's * dollars per night.,每晚*元。,,vp
1182,It's * kilos.,*公斤。,,vp
1183,It's a green suitcase with wheels.,它是有轮子的绿色行李箱。,,sent
1184,It's all right.,很好。,,sent
1185,It's an emergency.,这是紧急情况。,إنها حالة طارئة.,sent
1186,It's at the end of this aisle.,在这条通道的尽头。,,sent
1187,It's boarding now.,现在正在登机。,,sent
1188,It's okay.,没关系。,لا بأس,sent
1189,It's over there next to the window.,就在那里，靠窗的那一个。,,sent
1190,It's pleasure to meet you.,很高兴认识(遇见)你。,,sent
1191,It's uncomfortable.,不舒服。,إنه غير مريح.,sent
1192,italian coffee,意大利咖啡,,np
1193,Italy,意大利,إيطاليا,np
1194,itchy,痒,يحكك,adj
1195,Ivory Coast,象牙海岸,ساحل العاج,np
1196,Jaipur,斋浦尔,جايبور,np
1197,Jakarta,雅加达,جاكرتا,np
1198,jam,果酱,,np
1199,Jamaica,牙买加,جامايكا,np
1200,jamaican coffee,牙买加咖啡,,np
1201,January,一月,يناير,np
1202,Japan,日本,اليابان,np
1203,Jerusalem,耶路撒冷,بيت المقدس,np
1204,jet aircraft,喷气式飞机,,np
1205,jetway,飞机跑道,,np
1206,jobless,无业,,np
1207,Johannesburg,约翰内斯堡,جوهانسبرج,np
1208,Jordan,约旦,الأردن,np
1209,juice,果汁,عصير,np
1210,juice glass,果汁杯,,np
1211,July,七月,يوليو,np
1212,June,六月,يونيو,np
1213,Just a minute and I'll see if there are any flights.,请等一下，让我看看是否有航班。,,sent
1214,Just a minute. Let me check.,请等一下，让我看看。,,sent
1215,"Just a monent,please. Let me check for you.",请稍等，我来为您查一下。,,sent
1216,Just a second and I will check the schedule.,稍等一会儿，我查一下时间表。,,sent
1217,Just let me know if you need anything else.,如果你需要其他什么东西，就告诉我。,,sent
1218,Just Let Our Manager On Duty Or Front Desk Staff Know If Any Part Of Your Stay Isn't Satisfactory.,如果某处不尽人意请告诉我们的值班经理或前台服务人员。,,sent
1219,Just make sure you don't have any liquid with you.,我只是要确定你没有携带液体。,,sent
1220,Just one brother.,只有一个哥哥。,,sent
1221,Just relax a little bit.,放松点。,,sent
1222,Just this one.,就这一个。,,sent
1223,Kanpur,坎普尔,كانبور,np
1224,Karachi,卡拉奇,كراتشي,np
1225,Kathmandu,加德满都,كاتماندو,np
1226,Kazakhstan,哈萨克斯坦,كازاخستان,np
1227,keep away from fire,切勿近火,,np
1228,Keep Away From Water.,谨防沾水。,,sent
1229,keep dry,保持干燥,,np
1230,keep left,靠左,,np
1231,keep right,靠右,,np
1232,keep silence,保持安静,,np
1233,keep top side up,请勿倒立,,np
1234,Kenya,肯尼亚,كينيا,np
1235,ketchup,番茄酱,,np
1236,Kingston,金士顿,كينغستون,np
1237,Kiribati,基里巴斯,كيريباس,np
1238,Kitchener,基奇纳,كيتشنر,np
1239,Kolkata,加尔各答,كولكاتا,np
1240,Kosovo,科索沃,كوسوفو,np
1241,Kuala Lumpur,吉隆坡,كوالا لامبور,np
1242,Kuwait,科威特,الكويت,np
1243,Kyrgyzstan,吉尔吉斯斯坦,قرغيزستان,np
1244,"Ladies and gentlemen, we are approaching an area of turbulence.",各位旅客请注意，本班机即将行经乱流区。,,sent
1245,ladle,长把勺,,np
1246,Lagos,拉各斯,لاغوس,np
1247,Lahore,拉合尔,لاهور,np
1248,landing,着陆,,np
1249,lane,胡同,,np
1250,Laos,老挝,لاوس,np
1251,lap-top,手提电脑,,np
1252,Laptop computers must be removed from carry-on and placed on X-ray.,笔记本电脑从随身行李取出接受X光安检。,,sent
1253,last week,上个星期,الأسبوع الماضي,np
1254,later,迟一点,لاحقاً,adv
1255,Latvia,拉脱维亚,لاتفيا,np
1256,laundry,洗衣店,,np
1257,Laundry Service.,提供洗烫服务。,,sent
1258,lavatory,盥洗室,,np
1259,lavender cappuccino,薰衣草卡布奇诺,,np
1260,lavender latte,薰衣草咖啡拿铁,,np
1261,Leave me alone.,不要打扰我。,اتركني وحدي.,sent
1262,Lebanon,黎巴嫩,لبنان,np
1263,left,左边,يسار,adv
1264,left baggage,行李寄存,,np
1266,legislators &administrators,行政管理人员,,np
1267,legs,腿,أرجل,np
1268,Leicester,莱斯特,ليستر,np
1269,lemon,柠檬,,np
1270,Lesotho,莱索托,ليسوتو,np
1271,less,少,اقل,adj
1272,less than,少于,أقل من,adj
1273,Let me check the availability.,让我看看还有票吗。,,sent
1274,Let me help you with your luggage.,让我帮你拿行李吧。,,sent
1275,Let me introduce you to eath other.,让我来给你们相互介绍。,,sent
1276,Let me see.,让我看一下。,دعنى ارى.,sent
1277,Let us raise the glass to friendship.,为我们的友谊举杯。,,sent
1278,Let's change restaurants.,我们换个饭店吧。,,sent
1279,Let's choose the least expensive restaurant today.,我们今天选家最便宜的餐馆吧。,,sent
1280,Let's get a shopping cart first.,我们先去找个购物车。,,sent
1281,Let's go for coffee.,我们去喝杯咖啡吧。,,sent
1282,Let's go grocery shopping,我们去超市买东西吧,,sent
1283,Let's go to the parking space directly.,我们直接去停车场吧。,,sent
1284,Let's go to the supermarket.,我们去超市吧。,,sent
1285,Let's have a toast!,让我们来干一杯!,,sent
1286,Let's just have another toast.,让我们再次举杯庆祝。,,sent
1287,Let's stop at a coffee shop.,让我们在咖啡店歇会儿。,,sent
1288,Liberia,利比里亚,ليبيريا,np
1289,Libya,利比亚,ليبيا,np
1290,Liechtenstein,列支敦士登,ليختنشتاين,np
1291,Lima,利马,ليما,np
1292,Lisbon,里斯本,لشبونة,np
1293,Lithuania,立陶宛,ليتوانيا,np
1294,Liverpool,利物浦,ليفربول,np
1295,lockers,储物柜,خزانات,np
1296,London,伦敦,لندن,np
1297,Look out!,小心！,انتبه!,sent
1298,lost and found,失物招领处,,np
1299,Lost Child Information.,走失儿童认领。,,sent
1300,lost property,失物招领,,np
1301,lounge pavilion,贵宾候机亭,,np
1303,Lucknow,勒克瑙,لكناو,np
1304,luggage,行李,,np
1305,Luggage Car.,行李车。,,sent
1306,luggage cart,行李推车,,np
1307,luggage claim,行李领取处,,np
1308,Luggage Delivery.,行李交付。,,sent
1309,luggage depository,行李存放处,,np
1310,luggage from flights,到港行李,,np
1311,Luggage Inspection.,行李检查台。,,sent
1312,luggage locker,行李暂存箱,,np
1313,luggage pick up,取行李,,np
1314,luggage reclaim,取行李,,np
1315,Luggage Storage (Counter).,行李寄存（处）。,,sent
1316,Luggage Weighting.,行李称重处。,,sent
1317,lunch,午饭,غداء,np
1318,Luxembourg,卢森堡,لوكسمبورغ,np
1319,Lyon,里昂,ليون,np
1320,macaroni,通粉,معكرونة,np
1321,Macau,澳门,ماكاو,np
1322,Macedonia,马其顿,مقدونيا,np
1323,Madagascar,马达加斯加,مدغشقر,np
1324,Madrid,马德里,مدريد,np
1325,maggi,美极油,,np
1326,main lobby,主候机厅,,np
1327,major,主修,,np
1328,Making Your Stay A Complete Success Is Our Goal.,让您居住的完全满意是我们的宗旨。,,sent
1329,Malawi,马拉维,مالاوي,np
1330,Malaysia,马来西亚,ماليزيا,np
1331,Maldives,马尔代夫,جزر المالديف,np
1332,male,男的,الذكر,np
1333,Mali,马里,مالي,np
1334,Malta,马耳他,مالطا,np
1335,Manager On Duty.,值班经理。,,sent
1336,Manchester,曼彻斯特,مانشستر,np
1337,mango,芒果,مانجو,np
1338,mango mocha,芒果摩卡咖啡,,np
1339,Manila,马尼拉,مانيلا,np
1340,Many cafes are now equipped with Wi-Fi.,现在很多咖啡店都装有无线网络。,,sent
1341,March,三月,مارس,np
1342,marital status,婚姻状况,,np
1343,marmalade,酸果酱,,np
1344,marriage,婚姻,,np
1345,married,已婚,,np
1346,Marseille,马赛,مرسيليا,np
1347,Marshall Islands,马绍尔群岛,جزر مارشال,np
1348,master,硕士,,np
1349,Mauritania,毛里塔尼亚,موريتانيا,np
1350,Mauritius,毛里求斯,موريشيوس,np
1351,Maximum storage.,最高限重。,,sent
1352,May,五月,مايو,np
1353,May I ask where you come from?,我可以问一下你从哪里来吗?,,sent
1354,May I check in here for flight to *?,这里是去*的航班登机手续办理处吗?,,vp
1355,May I get a high chair for the baby?,我可以给婴儿拿个高脚椅吗?,,sent
1356,May I have a bottle of *?,可以来一瓶*吗？,هل لي بالحصول على قارورة *؟,vp
1357,May I have a cup of *?,可以来一杯*吗？,هل لي بالحصول على كوب من *؟,vp
1358,May I have a doggy bag?,我可以打包吗?,,sent
1359,"May I have a drink, please?",给我一些饮料可以吗?,,sent
1360,May I have a glass of *?,可以来一杯*吗？,هل لي بالحصول على كأس من *؟,vp
1361,"May I have another black coffee, please?",请再给我一杯黑咖啡好吗？,,sent
1362,May I have some *?,可以来一点*吗？,هل لي بالحصول على القليل من *؟,vp
1363,"May I have your name and phone number, please?",能告诉我你的名字和电话吗?,,sent
1364,"May I have your name, please?",请把你的名字告诉我好吗?,هل لي بإسمك، رجاء؟,sent
1365,May I have your name?,请问您的姓名?,هل لي بإسمك؟,sent
1366,May I have your passport please?,可以给我您的护照吗。,هل بوسعيّ أخذ جواز سفرك، لو سمحت؟,sent
1367,May I have your telephone number and address?,我可以得到你的电话号码和地址吗?,,sent
1368,May I help you?,我能为你效劳吗?,,sent
1369,"May I please ask, what is your name?",请问你叫什么名?,هل لي بالسؤال، ما هو اسمك؟,sent
1370,May I see the room first?,请问我可以先看一下房间吗？,هل لي برؤية الغرفة أولاً؟,sent
1371,"May I see your passport, please?",可以看看你的护照吗?,,sent
1372,mcdonald-douglas,麦道,,np
1373,Me too.,我也是,أنا أيضاً,sent
1374,Mecca,麦加,مكة المكرمة,np
1375,Medellin,麦德林,ميديلين,np
1376,Medical emergency,医疗急诊,طارئ طبي,np
1377,Melbourne,墨尔本,ملبورن,np
1378,men,男人,رجال,np
1379,men's bathroom,男厕,,np
1380,menu,菜单,,np
1381,metallic,金属的,,np
1382,Mexico,墨西哥,المكسيك,np
1383,Mexico City,墨西哥城,المكسيك المدينة,np
1384,Micronesia,密克罗尼西亚,ميكرونيزيا,np
1385,midnight,半夜,منتصف الليل,np
1386,Milan,米兰,ميلان,np
1387,milk,牛奶,حليب,np
1388,million,一百万,مليون,num
1389,minor,副修,,np
1390,miss,小姐,,np
1391,Missing People Help Line.,走失求救热线。,,sent
1392,mobile telephone,移动电话,,np
1393,modest,谦虚的,,np
1394,Moldova,摩尔多瓦,مولدوفا,np
1395,Monaco,摩纳哥,موناكو,np
1396,Monday,星期一,الاثنين,np
1397,money,金钱,مال,np
1398,money exchange,货币兑换处,,np
1399,Mongolia,蒙古,منغوليا,np
1400,Montenegro,黑山,الجبل الأسود,np
1401,month,月,,np
1402,Montpellier,蒙彼利埃,مونبلييه,np
1403,Montreal,蒙特利尔,مونتريال,np
1404,more,更,أكثر,adj
1405,more than,多于,أكثر من,adj
1406,morning,早上,صباح,np
1407,Morning. May I help you?,早上好，请问有什么可以帮你的吗?,,sent
1408,Morocco,摩洛哥,المغرب,np
1409,Moscow,莫斯科,موسكو,np
1410,mother,妈妈,,np
1411,mother-in-law,婆婆,,np
1412,Mozambique,莫桑比克,موزمبيق,np
1413,mr,先生,,np
1414,mrs,太太,,np
1415,ms,小姐,,np
1416,msg,味精,,np
1417,Much better. Thank you.,好多了，谢谢。,,sent
1418,Mumbai,孟买,مومباي,np
1419,Munich,慕尼黑,ميونيخ,np
1420,mustard,芥末,,np
1421,mutton,羊肉,لحم الضأن,np
1422,My car is waiting outside.,我的车停在外面。,,sent
1423,My fish is not cooked enough.,我的鱼没做熟。,,sent
1424,My job is to teach students.,我的工作是教学生。,,sent
1425,My name is * .,我叫 * 。,أنا اسمي *.,vp
1426,My nationality is *.,我的国籍是*。,جنسيتي هي *.,vp
1427,My number is *.,我的电话*。,,vp
1428,My parents and my younger sister.,父母和我的妹妹。,,sent
1429,My steak is raw.,我的牛排是生的。,,sent
1430,My steak is tough and overdone.,我的牛排太硬过熟了。,,sent
1431,My surname is *.,我姓 *。,لقبي هو *.,vp
1432,My telephone number is *.,我的电话号码是*。,رقم هاتفي هو *.,vp
1433,Myanmar,缅甸,ميانمار,np
1434,nails,指甲,أظافر,np
1435,Nairobi,内罗毕,نيروبي,np
1436,name,姓名,,np
1437,name of passenger,旅客姓名,,np
1438,Namibia,纳米比亚,ناميبيا,np
1439,Nantes,南特,نانت,np
1440,napkin,餐巾,,np
1441,national ID,证件,الهوية الوطنية,np
1442,nationality,国籍,جنسية,np
1443,native place,籍贯,المكان الأصلي,np
1444,Nauru,瑙鲁,ناورو,np
1445,neck,脖子,رقبة,np
1446,Nepal,尼泊尔,نيبال,np
1447,nephew,侄儿,,np
1448,net weight,净重,,np
1449,Netherlands,荷兰,هولندا,np
1450,Never Open Door Prior To Verifying ID.,没有确认对方身份绝对不能开门。,,sent
1451,New York City,纽约市,نيويورك,np
1452,New Zealand,新西兰,نيوزيلاندا,np
1453,Newcastle,新城堡,نيوكاسل,np
1454,newspaper,报纸,جرائد,np
1455,next week,下个星期,الأسبوع القادم,np
1456,Nicaragua,尼加拉瓜,نيكاراغوا,np
1457,Nice,尼斯,لطيف,np
1458,Nice to meet you.,很高兴认识你。,سعيد بالتعرف عليك,sent
1459,niece,侄女,,np
1460,Niger,尼日尔,النيجر,np
1461,Nigeria,尼日利亚,نيجيريا,np
1462,night,晚上,ليلة,np
1463,Night Porter On Duty.,夜间有行李搬运服务生。,,sent
1464,nine,九,تسعة,num
1465,no admittance,闲人免进,,np
1466,no bills,不准张贴,,np
1467,"No cream, please.",请不要加奶油。,,sent
1468,no entry,禁止入内,,np
1469,no honking,禁止鸣喇叭,,np
1470,no litter,勿乱扔杂物,,np
1471,No parking.,禁止停车,ممنوع الوقوف,sent
1472,no passing,禁止通行,,np
1473,no photos,请勿拍照,,np
1474,No Service Fee.,免收服务费用。,,sent
1475,no smoking,禁止吸烟,,np
1476,no smoking except in designated area,除指定区域外，禁止吸烟,,np
1478,no u turn,禁止掉头,,np
1479,no visitors,游人止步,,np
1480,"No, I don't think we've met.",不，我想没见过面。,,sent
1481,"No, I haven't reserved in advance.",没有，我事先没有预订。,,sent
1482,"No, it's for my friend.",不，是我的朋友。,,sent
1483,"No, not at all. there you go.",没关系，给你。,,sent
1484,"No, Sir/Madam Just show your ticket to the boarding officer as you get on the plane.",没有，小姐。您登机时只要向工作人员出示机票就可以了。,,sent
1485,"No, thank you.",不用了，谢谢。,لا، شكراً.,sent
1486,"No, that's not possible.",不能。,,sent
1487,"No, we do not.",没有预订。,,sent
1488,"No,I'd rather have a glass of juice, please.",不，我更想要一杯果汁。,,sent
1489,No.,不。,لا.,sent
1490,non-smoking seat,非吸烟席,,np
1491,non-smoking section,非吸烟区 ,قسم غير المدخنين,np
1492,Non-smoking.,非吸烟区。,,sent
1493,non-stop flight,连续飞行,,np
1494,noodles,面条,الشعيرية,np
1495,noon,中午,الظهيرة,np
1496,north,北,شمال,adv
1497,North Korea,北朝鲜,كوريا الشمالية,np
1498,Norway,挪威,النرويج,np
1499,nose,鼻子,أنف,np
1500,Not bad. We'll take it.,可以，就做这儿吧。,,sent
1501,not for sale,恕不出售,,np
1502,Not too far.,不太远,ليس بعيد جداً,sent
1503,nothing to declare,无报关,,np
1505,Notice On Luggage Check-In.,行包托运须知。,,sent
1506,Nottingham,诺丁汉,نوتنغهام,np
1507,November,十一月,نوفمبر,np
1508,now,现在,الآن,adv
1509,Now put everything from your pockets in this tray and come through the detector.,现在请把口袋里的东西掏出来放在这里，从检测器走过。,,sent
1510,Now you have been booked.,现在您已完成订位。,,sent
1511,Number *.,数字 *.,رقم *,vp
1512,number and street,街道及门牌号,,np
1513,number of children,子女人数,,np
1514,object,物品,,np
1515,occupation,职业,,np
1516,occupational history,工作经历,,np
1517,occupied,有人,,np
1518,October,十月,أكتوبر,np
1519,off,关,,np
1520,off-job training,脱产培训,,np
1521,office hours,办公时间,,np
1522,office phone,办公电话,,np
1523,official use only,官方填写,,np
1524,offspring,后代,,np
1525,oil,油,,np
1526,"OK, I'll take it.",我要买这个。,حسناً، سآخذه.,sent
1527,OK. And anything else I can do for you?,好的，还有什么别的需要吗?,,sent
1528,OK. Anyting else?,好的，还要其它的吗?,,sent
1529,OK. I will take it.,好的，就这班。,,sent
1530,OK. I'll have that right out.,好的，我马上拿给你。,,sent
1531,OK. Thank you and we look forward to your arrival.,好的，谢谢您，我们期盼您的到来。,,sent
1532,OK. We look forward to your visit.,好的，我们期待您的光临。,,sent
1533,"OK. Your name, please?",可以，请问您的名字?,,sent
1534,Okay.,好的,حسناًً,sent
1535,olive oil,橄榄油,,np
1536,Oman,阿曼,سلطنة عمان,np
1537,one,一,واحد,num
1538,"One economy class seat, is that right?",一个经济舱座位，对吗？,,sent
1539,"One extra pillow, please.",请再给我一个枕头。,,sent
1540,"One more, please.",请再给我一个。,واحد إضافي، من فضلك.,sent
1541,one o'clock AM,凌晨一点钟,الساعة الواحدة صباحاً,np
1542,one o'clock PM,下午一点钟,الساعة الواحدة مساءً,np
1543,"One ticket to *, please.",要一张去*的票，谢谢,تذكرة واحدة إلى *.,vp
1544,one way,单行道,اتجاه واحد,adv
1546,one-way ticket,单程机票,,np
1547,onion,洋葱,,np
1548,Only first class tickets are available.,现在只有头等舱了。,,sent
1549,open,营业,مفتوح,adj
1550,to open,打开,لفتح,vp
1551,orange,橙子,برتقال,np
1552,orange color,橙色,برتقالي,adj
1553,orange juice,柳橙汁,عصير برتقال,np
1554,Osaka,大阪,أوساكا,np
1555,Oslo,奥斯陆,أوسلو,np
1556,others,其他,,np
1557,Ottawa,渥太华,أوتاوا,np
1558,Our chef is trying his best.,我们的厨师正在尽最大的努力。,,sent
1559,Our seats are separated.,我们的座位是分开的。,,sent
1560,Our table number is *.,我们预订桌号是*。,,vp
1561,Our waiter will show you to your table.,我们的服务生会带您到餐位。,,sent
1562,Our waitress will be with you in a moment.,服务员马上就来。,,sent
1563,Our waitress will get you tea in a minute.,服务员马上就给您上茶。,,sent
1564,Outdoor Swimming Pools.,室外泳池。,,sent
1565,oxygen mask,氧气罩,,np
1566,oyster sauce,蚝油,,np
1567,pain killer,止痛药,مسكن ألم,np
1568,painful,痛。,مؤلم,adj
1569,Pakistan,巴基斯坦,باكستان,np
1570,Palau,帕劳,بالاو,np
1571,Panama,巴拿马,بناما,np
1572,Panama City,巴拿马城,مدينة باناما,np
1573,paper napkin,纸巾,,np
1574,Papua New Guinea,巴布亚新几内亚,بابوا غينيا الجديدة,np
1575,Paraguay,巴拉圭,باراغواي,np
1576,Pardon me?,可以再重复一遍吗？,عذراً/معذرة؟,sent
1577,parents,父母,,np
1578,Paris,巴黎,باريس,np
1579,parting,停车处,,np
1580,passenger manifest,乘客名单,,np
1581,passenger plane,客机,,np
1582,"Passengers in the first class, please proceed to the boarding gate now.",请头等舱的旅客前往登机门。,,sent
1583,passport,护照,جواز سفر,np
1584,passport control,入境检验,,np
1585,passport control immigration,护照检查处,,np
1586,passport no,护照号,,np
1587,Past the *.,传*,بعد ال*. / بعد أن تتخطى ال*.,vp
1588,pause,暂停,,np
1589,pay,付,ادفع,vp
1590,Pay Phone,付费电话,,sent
1591,peach latte,蜜桃咖啡拿铁,,np
1592,peanut,花生酱,,np
1593,pen,笔,قلم حبر,np
1594,pen name,笔名,,np
1595,pencil,铅笔,قلم رصاص,np
1596,pepper,胡椒,,np
1597,pepper shaker,胡椒瓶,,np
1598,permanent address,永久住址,,np
1599,Perth,珀斯,بيرث,np
1600,Peru,秘鲁,بيرو,np
1601,petrol,汽油,بترول,np
1602,Philippines,菲律宾,الفلبين,np
1603,Phnom Penh,金边,بنوم بنه,np
1604,pickle,咸菜,,np
1605,pillow,枕头,,np
1606,Pilot's Cockpit.,飞行员驾驶舱。,,sent
1607,plane no,机号,,np
1608,plane ticket,飞机票,,np
1609,Please accept our apology.,请接受我们的道歉。,,sent
1610,Please be more careful in the future.,请以后多多注意。,,sent
1611,Please be there * at the latest.,最晚请在*到那里。,,vp
1612,Please Call The Hotel Operator For More Information.,可以打电话询问酒店接线员更多信息。,,sent
1613,Please cancel my order if the food is not ready.,如果饭菜没做好的话请取消我的点餐吧。,,sent
1614,Please check in at the airport two hours before departure.,请于起飞前*小时到机场办理登机手续。,,vp
1615,Please check-in at zone *,请到*区办理登机手续。,,vp
1616,Please clean my room.,请清洁我的房间,من فضلك نظف غرفتي.,sent
1617,Please clean up the table.,请收拾一下桌子。,,sent
1618,Please clear the plates.,请洗干净这些碟子,من فضلك نظف الصحون.,sent
1619,Please come over for inspection.,请过来接受检查。,,sent
1620,Please come this way.,请往这边走。,,sent
1621,Please come with me.,请跟我过来,أرجوك، تعال/تعالي معي.,sent
1622,Please do and hurry up!,请快一点!,,sent
1623,Please follow me.,请跟我来。,,sent
1624,Please follow the signs for zone R to check in.,请沿着标志引导到Ｒ区办理登机手续。,,sent
1625,Please give me *.,请给我*。,من فضلك أعطني *.,vp
1626,Please give me the paper towel.,请给我些纸巾。,,sent
1627,Please give me your baggage claim tag.,请给我你的行李领取牌。,,sent
1628,Please go to the transfer counter.,请到转机柜台办理。,,sent
1629,Please have photo identification ready for inspection.,请准备好带照片的身份证接受检查。,,sent
1630,Please have your luggage checked.,请自觉接受行包安检。,,sent
1631,Please have your ticket or boarding card ready for inspection.,请把机票和登机牌准备好接受检查。,,sent
1632,Please Keep Valuables With You.,贵重物品随身携带/贵重物品请自行妥善保管。,,sent
1633,Please keep your seat belt fastened.,请系好安全带。,,sent
1634,please leave your luggage with you at all times,请随身携带你的行李,,np
1635,Please let us pass.,请让我们借过一下。,,sent
1636,Please open your bag. We'd like to have a look.,请把你的包打开，我们要检查一下。,,sent
1637,Please pack the leftovers for me.,请帮我把剩菜打包。,,sent
1638,Please pass through the detector one by one.,请一个一个通过探测门。,,sent
1639,Please pull your table down. It's supper time.,晚餐时间到了，请放下桌子。,,sent
1640,Please put all carry-on luggage in a basket and then place it on the conveyor.,请把所有的随身行李放在一个筐里，然后把筐放在传送带上。,,sent
1641,"Please put all your metallic objects such as coin,cellphone,chewing gum,cigarettes,and anything with Aluminum foil into the basket.",请把您随身携带的所有金属物品，如硬币、手机、口香糖、香烟、以 及带锡纸的物品等放在篮子里。,,sent
1642,Please put it here.,请把它放在这里。,,sent
1643,Please put me on the waiting list.,请把我列为候补。,,sent
1644,Please put your baggage on the scale.,请把您的行李放在磅秤上。,,sent
1645,Please put your package under your seat.,请把你的行李放在座位下面。,,sent
1646,Please queue for flights to * destinations.,请排队办理前往*各地的登机手续。,,vp
1647,Please raise your arms.,请您抬起双臂。,,sent
1648,Please Return This Key Card To The Front Desk When You Check Out.,结账时请将钥匙卡归还前台。,,sent
1649,Please rush our order.,请快点做好我们的菜。,,sent
1650,Please sit down.,请坐。,,sent
1651,Please sit where you like.,请随意入座。,,sent
1652,Please Take care Of Your Belongings.,请保管好随身物品。,,sent
1653,Please take off your shoes.,请脱掉您的鞋子。,,sent
1654,Please take seats.,请坐。,,sent
1655,Please take your computer out and put it in the basket.,请把您的电脑从包里取出放入筐里。,,sent
1656,Please tell me your name.,请告诉我您的名字。,,sent
1657,Please turn up the AC.,请把空调开大一点。,من فضلك شغل المكيف الهوائي.,sent
1658,Please unbutton your coat.,请把您的衣扣打开。,,sent
1659,Please use the meter machine.,请打表。,من فضلك استعمل آلة السحب ببطاقة الائتمان.,sent
1660,Please wait a moment.,请稍等一会。,,sent
1661,Please wait here or take advantage until our hostess escorts to your table.,请稍等或自便，有人会领你入座。,,sent
1662,Please.,请。,من فضلك,adv
1663,pocket,口袋,,np
1664,poison,有毒,,np
1665,Poland,波兰,بولندا,np
1666,police,警察,الشرطة,np
1667,pork,猪肉,لحم خنزير,np
1668,Porridge.,白粥。,,sent
1669,Port Moresby,端口莫尔兹比港,مرفئ مويسبي,np
1670,Porto,波尔图,بورتو,np
1671,Portugal,葡萄牙,البرتغال,np
1672,post doctorate,博士后,,np
1673,post office,邮局,,np
1674,postage stamp,邮票,طابع بريدي,np
1675,postal code,邮政编码,,np
1676,postcard,明信片,بطاقة بريدية,np
1677,Prague,布拉格,براغ,np
1678,pre-flight safety demonstration,飞行安全示范,,np
1679,precise,一丝不苟的,,np
1680,prefecture,专区,,np
1681,Press the call button if you need any more help.,如果还有其他需求，可以按呼叫按钮通知我们。,,sent
1682,Pretoria,比勒陀利亚,بريتوريا,np
1683,Price According To Season And Size Of Flat.,价格按季节和公寓大小而定。,,sent
1684,Prices of food in this restaurant are much higher than that in other restaurants.,这家餐厅的价格比其他的餐厅高。,,sent
1685,prize fellow,奖学金生,,np
1686,Probably * hours.,大概*小时。,,vp
1687,professionalhistory,职业经历,,np
1688,professionals & technical,专业技术人员,,np
1689,prohibited item,违禁物品,,np
1690,propeller-driven aircraft,螺旋桨飞机,,np
1691,protect public propety,爱护公共财物,,np
1692,province,省,,np
1693,pub,酒店,,np
1694,public phone,公用电话,,np
1695,pull,拉,اسحب,vp
1696,Pune,普纳,بيون,np
1697,purple,紫色,بنفسجي,adj
1698,push,推,ادفع,vp
1699,"Put on your seat belt, please.",请系好安全带。,,sent
1700,"Put your carry-on luggage on the belt, please.",请把你的手提行李放在传送带上。,,sent
1701,Qatar,卡塔尔,دولة قطر,np
1702,Quantity allowed to take.,限带物品数量。,,sent
1703,queue here,在此排队,,np
