,en,cn,ar,pos
1129,inquiries,问讯处,,np
1130,Insert Or Swipe Key.,将钥匙卡插入或擦过处理机。,,sent
1131,inspection,检查,,np
1132,instant coffee,速溶咖啡,,np
1133,intern,实习生,,np
1134,international airport,国际机场,,np
1135,international departure,国际航班出港,,np
1136,international flight,国际班机,,np
1137,international passenger lobby,国际旅客候机厅,,np
1138,International Passenger Lobby.,国际旅客候机厅。,,sent
1139,international passengers,国际航班旅客,,np
1140,international terminal,国际候机楼,,np
1141,intersection,交界,تقاطع,np
1142,Introducing High-Speed Internet Access.,高速上网介绍。,,sent
1143,iodized salt,加碘盐,,np
1144,Iran,伊朗,إيران,np
1145,Iraq,伊拉克,العراق,np
1146,Ireland,爱尔兰,أيرلندا,np
1147,Is breakfast included?,包含早餐吗？,هل يتضمن ذلك الإفطار؟,sent
1148,Is insurance included?,包含保险吗？,هل هذا شامل التأمين؟,sent
1149,Is it a direct flight?,是直飞航班吗?,,sent
1150,Is it free of charge?,续杯是免费的吗?,,sent
1151,Is it open on *?,*对外开放吗？,هل هو مفتوح *؟,vp
1152,Is it possible for you to change your reservation date?,你可不可以改变预约日期呢?,,sent
1153,Is the supermarket open today?,超市今天开门吗?,,sent
1154,Is there * around here?,附近有没有*,هل هناك * قريب؟,vp
1155,Is there * you recommend?,你有推介的*吗？,هل هناك * تنصحني به؟,vp
1156,Is there a cafe near by?,请问附近有没有咖啡店？,,sent
1157,Is there a group discount?,有没有团体折扣？,هل هناك خصم للمجموعات؟,sent
1158,Is there a local specialty?,有没有当地特色？,هل هناك تخصص محلي؟,sent
1159,Is there a student discount?,有没有学生优惠？,هل هناك خصم للطلاب؟,sent
1160,Is there another flight available?,现在还有别的班机可以坐吗?,,sent
1161,Is there anything else to do before flight time?,在起飞前还有其他手续要办吗?,,sent
1162,Is there anywhere I can leave luggage?,有没有地方让我放行李？,هل هناك مكان أترك فيه أغراضي؟,sent
1163,Is there someone here who speaks English?,这里有人会说英语吗？,هل هناك أحد يتحدث الانجليزية؟,sent
1164,Is there table service?,有没有餐桌服务？,هل هناك خدمة طاولات؟,sent
1165,Is this seat *?,这个座位是*吗?,,vp
1166,Is this seat free?,这里有人坐吗？,هل هذا المقعد خالى؟,sent
1167,Is this table all right?,这张桌子可以吗?,,sent
1168,Is this the right counter to check in at?,是在这儿检票吗?,,sent
1169,Islamabad,伊斯兰堡,اسلام اباد,np
1170,Israel,以色列,إسرائيل,np
1171,Istanbul,伊斯坦布尔,اسطنبول,np
1172,It doesn't matter. This one will do.,没关系，那就这张吧。,,sent
1173,It hurts here.,这里很痛,أشعر بالألم هنا.,sent
1174,It is a prohibited item.,这是违禁品。,,sent
1175,It is at the entrance.,就在入口处。,,sent
1176,It is nine in the morning.,现在是早上9点钟。,هي التاسعة صباحاً,sent
1177,It is very hard to find a seat in this restaurant in the evening.,晚上在这家餐厅很难找到座位。,,sent
1178,It seems that the seafood has gone bad.,海鲜好像坏了。,,sent
1179,It was a misunderstanding.,这是误会。,كان سوء تفاهم,sent
1180,It was delicious.,很好吃。,كان لذيذ‏ ‎,sent
1181,It was nice meeting you.,认识你很高兴。,,sent
1182,It's * dollars per night.,每晚*元。,,vp
1183,It's * kilos.,*公斤。,,vp
1184,It's a green suitcase with wheels.,它是有轮子的绿色行李箱。,,sent
1185,It's all right.,很好。,,sent
1186,It's an emergency.,这是紧急情况。,إنها حالة طارئة.,sent
1187,It's at the end of this aisle.,在这条通道的尽头。,,sent
1188,It's boarding now.,现在正在登机。,,sent
1189,It's okay.,没关系。,لا بأس,sent
1190,It's over there next to the window.,就在那里，靠窗的那一个。,,sent
1191,It's pleasure to meet you.,很高兴认识(遇见)你。,,sent
1192,It's uncomfortable.,不舒服。,إنه غير مريح.,sent
1193,italian coffee,意大利咖啡,,np
1194,Italy,意大利,إيطاليا,np
1195,itchy,痒,يحكك,adj
1196,Ivory Coast,象牙海岸,ساحل العاج,np
1197,Jaipur,斋浦尔,جايبور,np
1198,Jakarta,雅加达,جاكرتا,np
1199,jam,果酱,,np
1200,Jamaica,牙买加,جامايكا,np
1201,jamaican coffee,牙买加咖啡,,np
1202,January,一月,يناير,np
1203,Japan,日本,اليابان,np
1204,Jerusalem,耶路撒冷,بيت المقدس,np
1205,jet aircraft,喷气式飞机,,np
1206,jetway,飞机跑道,,np
1207,jobless,无业,,np
1208,Johannesburg,约翰内斯堡,جوهانسبرج,np
1209,Jordan,约旦,الأردن,np
1210,juice,果汁,عصير,np
1211,juice glass,果汁杯,,np
1212,July,七月,يوليو,np
1213,June,六月,يونيو,np
1214,Just a minute and I'll see if there are any flights.,请等一下，让我看看是否有航班。,,sent
1215,Just a minute. Let me check.,请等一下，让我看看。,,sent
1216,"Just a monent,please. Let me check for you.",请稍等，我来为您查一下。,,sent
1217,Just a second and I will check the schedule.,稍等一会儿，我查一下时间表。,,sent
1218,Just let me know if you need anything else.,如果你需要其他什么东西，就告诉我。,,sent
1219,Just Let Our Manager On Duty Or Front Desk Staff Know If Any Part Of Your Stay Isn't Satisfactory.,如果某处不尽人意请告诉我们的值班经理或前台服务人员。,,sent
1220,Just make sure you don't have any liquid with you.,我只是要确定你没有携带液体。,,sent
1221,Just one brother.,只有一个哥哥。,,sent
1222,Just relax a little bit.,放松点。,,sent
1223,Just this one.,就这一个。,,sent
1224,Kanpur,坎普尔,كانبور,np
1225,Karachi,卡拉奇,كراتشي,np
1226,Kathmandu,加德满都,كاتماندو,np
1227,Kazakhstan,哈萨克斯坦,كازاخستان,np
1228,keep away from fire,切勿近火,,np
1229,Keep Away From Water.,谨防沾水。,,sent
1230,keep dry,保持干燥,,np
1231,keep left,靠左,,np
1232,keep right,靠右,,np
1233,keep silence,保持安静,,np
1234,keep top side up,请勿倒立,,np
1235,Kenya,肯尼亚,كينيا,np
1236,ketchup,番茄酱,,np
1237,Kingston,金士顿,كينغستون,np
1238,Kiribati,基里巴斯,كيريباس,np
1239,Kitchener,基奇纳,كيتشنر,np
1240,Kolkata,加尔各答,كولكاتا,np
1241,Kosovo,科索沃,كوسوفو,np
1242,Kuala Lumpur,吉隆坡,كوالا لامبور,np
1243,Kuwait,科威特,الكويت,np
1244,Kyrgyzstan,吉尔吉斯斯坦,قرغيزستان,np
1245,"Ladies and gentlemen, we are approaching an area of turbulence.",各位旅客请注意，本班机即将行经乱流区。,,sent
1246,ladle,长把勺,,np
1247,Lagos,拉各斯,لاغوس,np
1248,Lahore,拉合尔,لاهور,np
1249,landing,着陆,,np
1250,lane,胡同,,np
1251,Laos,老挝,لاوس,np
1252,lap-top,手提电脑,,np
1253,Laptop computers must be removed from carry-on and placed on X-ray.,笔记本电脑从随身行李取出接受X光安检。,,sent
1254,last week,上个星期,الأسبوع الماضي,np
1255,later,迟一点,لاحقاً,adv
1256,Latvia,拉脱维亚,لاتفيا,np
1257,laundry,洗衣店,,np
1258,Laundry Service.,提供洗烫服务。,,sent
1259,lavatory,盥洗室,,np
1260,lavender cappuccino,薰衣草卡布奇诺,,np
1261,lavender latte,薰衣草咖啡拿铁,,np
1262,Leave me alone.,不要打扰我。,اتركني وحدي.,sent
1263,Lebanon,黎巴嫩,لبنان,np
1264,left,左边,يسار,adv
1265,left baggage,行李寄存,,np
1266,Left Baggage.,行李寄存。,,sent
1267,legislators &administrators,行政管理人员,,np
1268,legs,腿,أرجل,np
1269,Leicester,莱斯特,ليستر,np
1270,lemon,柠檬,,np
1271,Lesotho,莱索托,ليسوتو,np
1272,less,少,اقل,adj
1273,less than,少于,أقل من,adj
1274,Let me check the availability.,让我看看还有票吗。,,sent
1275,Let me help you with your luggage.,让我帮你拿行李吧。,,sent
1276,Let me introduce you to eath other.,让我来给你们相互介绍。,,sent
1277,Let me see.,让我看一下。,دعنى ارى.,sent
1278,Let us raise the glass to friendship.,为我们的友谊举杯。,,sent
1279,Let's change restaurants.,我们换个饭店吧。,,sent
1280,Let's choose the least expensive restaurant today.,我们今天选家最便宜的餐馆吧。,,sent
1281,Let's get a shopping cart first.,我们先去找个购物车。,,sent
1282,Let's go for coffee.,我们去喝杯咖啡吧。,,sent
1283,Let's go grocery shopping,我们去超市买东西吧,,sent
1284,Let's go to the parking space directly.,我们直接去停车场吧。,,sent
1285,Let's go to the supermarket.,我们去超市吧。,,sent
1286,Let's have a toast!,让我们来干一杯!,,sent
1287,Let's just have another toast.,让我们再次举杯庆祝。,,sent
1288,Let's stop at a coffee shop.,让我们在咖啡店歇会儿。,,sent
1289,Liberia,利比里亚,ليبيريا,np
1290,Libya,利比亚,ليبيا,np
1291,Liechtenstein,列支敦士登,ليختنشتاين,np
1292,Lima,利马,ليما,np
1293,Lisbon,里斯本,لشبونة,np
1294,Lithuania,立陶宛,ليتوانيا,np
1295,Liverpool,利物浦,ليفربول,np
1296,lockers,储物柜,خزانات,np
1297,London,伦敦,لندن,np
1298,Look out!,小心！,انتبه!,sent
1299,lost and found,失物招领处,,np
1300,Lost Child Information.,走失儿童认领。,,sent
1301,lost property,失物招领,,np
1302,lounge pavilion,贵宾候机亭,,np
1303,Lounge Pavilion.,贵宾候机亭。,,sent
1304,Lucknow,勒克瑙,لكناو,np
1305,luggage,行李,,np
1306,Luggage Car.,行李车。,,sent
1307,luggage cart,行李推车,,np
1308,luggage claim,行李领取处,,np
1309,Luggage Delivery.,行李交付。,,sent
1310,luggage depository,行李存放处,,np
1311,luggage from flights,到港行李,,np
1312,Luggage Inspection.,行李检查台。,,sent
1313,luggage locker,行李暂存箱,,np
1314,luggage pick up,取行李,,np
1315,luggage reclaim,取行李,,np
1316,Luggage Storage (Counter).,行李寄存（处）。,,sent
1317,Luggage Weighting.,行李称重处。,,sent
1318,lunch,午饭,غداء,np
1319,Luxembourg,卢森堡,لوكسمبورغ,np
1320,Lyon,里昂,ليون,np
1321,macaroni,通粉,معكرونة,np
1322,Macau,澳门,ماكاو,np
1323,Macedonia,马其顿,مقدونيا,np
1324,Madagascar,马达加斯加,مدغشقر,np
1325,Madrid,马德里,مدريد,np
1326,maggi,美极油,,np
1327,main lobby,主候机厅,,np
1328,major,主修,,np
1329,Making Your Stay A Complete Success Is Our Goal.,让您居住的完全满意是我们的宗旨。,,sent
1330,Malawi,马拉维,مالاوي,np
1331,Malaysia,马来西亚,ماليزيا,np
1332,Maldives,马尔代夫,جزر المالديف,np
1333,male,男的,الذكر,np
1334,Mali,马里,مالي,np
1335,Malta,马耳他,مالطا,np
1336,Manager On Duty.,值班经理。,,sent
1337,Manchester,曼彻斯特,مانشستر,np
1338,mango,芒果,مانجو,np
1339,mango mocha,芒果摩卡咖啡,,np
1340,Manila,马尼拉,مانيلا,np
1341,Many cafes are now equipped with Wi-Fi.,现在很多咖啡店都装有无线网络。,,sent
1342,March,三月,مارس,np
1343,marital status,婚姻状况,,np
1344,marmalade,酸果酱,,np
1345,marriage,婚姻,,np
1346,married,已婚,,np
1347,Marseille,马赛,مرسيليا,np
1348,Marshall Islands,马绍尔群岛,جزر مارشال,np
1349,master,硕士,,np
1350,Mauritania,毛里塔尼亚,موريتانيا,np
1351,Mauritius,毛里求斯,موريشيوس,np
1352,Maximum storage.,最高限重。,,sent
1353,May,五月,مايو,np
1354,May I ask where you come from?,我可以问一下你从哪里来吗?,,sent
1355,May I check in here for flight to *?,这里是去*的航班登机手续办理处吗?,,vp
1356,May I get a high chair for the baby?,我可以给婴儿拿个高脚椅吗?,,sent
1357,May I have a bottle of *?,可以来一瓶*吗？,هل لي بالحصول على قارورة *؟,vp
1358,May I have a cup of *?,可以来一杯*吗？,هل لي بالحصول على كوب من *؟,vp
1359,May I have a doggy bag?,我可以打包吗?,,sent
1360,"May I have a drink, please?",给我一些饮料可以吗?,,sent
1361,May I have a glass of *?,可以来一杯*吗？,هل لي بالحصول على كأس من *؟,vp
1362,"May I have another black coffee, please?",请再给我一杯黑咖啡好吗？,,sent
1363,May I have some *?,可以来一点*吗？,هل لي بالحصول على القليل من *؟,vp
1364,"May I have your name and phone number, please?",能告诉我你的名字和电话吗?,,sent
1365,"May I have your name, please?",请把你的名字告诉我好吗?,هل لي بإسمك، رجاء؟,sent
1366,May I have your name?,请问您的姓名?,هل لي بإسمك؟,sent
1367,May I have your passport please?,可以给我您的护照吗。,هل بوسعيّ أخذ جواز سفرك، لو سمحت؟,sent
1368,May I have your telephone number and address?,我可以得到你的电话号码和地址吗?,,sent
1369,May I help you?,我能为你效劳吗?,,sent
1370,"May I please ask, what is your name?",请问你叫什么名?,هل لي بالسؤال، ما هو اسمك؟,sent
1371,May I see the room first?,请问我可以先看一下房间吗？,هل لي برؤية الغرفة أولاً؟,sent
1372,"May I see your passport, please?",可以看看你的护照吗?,,sent
1373,mcdonald-douglas,麦道,,np
1374,Me too.,我也是,أنا أيضاً,sent
1375,Mecca,麦加,مكة المكرمة,np
1376,Medellin,麦德林,ميديلين,np
1377,Medical emergency,医疗急诊,طارئ طبي,np
1378,Melbourne,墨尔本,ملبورن,np
1379,men,男人,رجال,np
1380,men's bathroom,男厕,,np
1381,menu,菜单,,np
1382,metallic,金属的,,np
1383,Mexico,墨西哥,المكسيك,np
1384,Mexico City,墨西哥城,المكسيك المدينة,np
1385,Micronesia,密克罗尼西亚,ميكرونيزيا,np
1386,midnight,半夜,منتصف الليل,np
1387,Milan,米兰,ميلان,np
1388,milk,牛奶,حليب,np
1389,million,一百万,مليون,num
1390,minor,副修,,np
1391,miss,小姐,,np
1392,Missing People Help Line.,走失求救热线。,,sent
1393,mobile telephone,移动电话,,np
1394,modest,谦虚的,,np
1395,Moldova,摩尔多瓦,مولدوفا,np
1396,Monaco,摩纳哥,موناكو,np
1397,Monday,星期一,الاثنين,np
1398,money,金钱,مال,np
1399,money exchange,货币兑换处,,np
1400,Mongolia,蒙古,منغوليا,np
1401,Montenegro,黑山,الجبل الأسود,np
1402,month,月,,np
1403,Montpellier,蒙彼利埃,مونبلييه,np
1404,Montreal,蒙特利尔,مونتريال,np
1405,more,更,أكثر,adj
1406,more than,多于,أكثر من,adj
1407,morning,早上,صباح,np
1408,Morning. May I help you?,早上好，请问有什么可以帮你的吗?,,sent
1409,Morocco,摩洛哥,المغرب,np
1410,Moscow,莫斯科,موسكو,np
1411,mother,妈妈,,np
1412,mother-in-law,婆婆,,np
1413,Mozambique,莫桑比克,موزمبيق,np
1414,mr,先生,,np
1415,mrs,太太,,np
1416,ms,小姐,,np
1417,msg,味精,,np
1418,Much better. Thank you.,好多了，谢谢。,,sent
1419,Mumbai,孟买,مومباي,np
1420,Munich,慕尼黑,ميونيخ,np
1421,mustard,芥末,,np
1422,mutton,羊肉,لحم الضأن,np
1423,My car is waiting outside.,我的车停在外面。,,sent
1424,My fish is not cooked enough.,我的鱼没做熟。,,sent
1425,My job is to teach students.,我的工作是教学生。,,sent
1426,My name is * .,我叫 * 。,أنا اسمي *.,vp
1427,My nationality is *.,我的国籍是*。,جنسيتي هي *.,vp
1428,My number is *.,我的电话*。,,vp
1429,My parents and my younger sister.,父母和我的妹妹。,,sent
1430,My steak is raw.,我的牛排是生的。,,sent
1431,My steak is tough and overdone.,我的牛排太硬过熟了。,,sent
1432,My surname is *.,我姓 *。,لقبي هو *.,vp
1433,My telephone number is *.,我的电话号码是*。,رقم هاتفي هو *.,vp
1434,Myanmar,缅甸,ميانمار,np
1435,nails,指甲,أظافر,np
1436,Nairobi,内罗毕,نيروبي,np
1437,name,姓名,,np
1438,name of passenger,旅客姓名,,np
1439,Namibia,纳米比亚,ناميبيا,np
1440,Nantes,南特,نانت,np
1441,napkin,餐巾,,np
1442,national ID,证件,الهوية الوطنية,np
1443,nationality,国籍,جنسية,np
1444,native place,籍贯,المكان الأصلي,np
1445,Nauru,瑙鲁,ناورو,np
1446,neck,脖子,رقبة,np
1447,Nepal,尼泊尔,نيبال,np
1448,nephew,侄儿,,np
1449,net weight,净重,,np
1450,Netherlands,荷兰,هولندا,np
1451,Never Open Door Prior To Verifying ID.,没有确认对方身份绝对不能开门。,,sent
1452,New York City,纽约市,نيويورك,np
1453,New Zealand,新西兰,نيوزيلاندا,np
1454,Newcastle,新城堡,نيوكاسل,np
1455,newspaper,报纸,جرائد,np
1456,next week,下个星期,الأسبوع القادم,np
1457,Nicaragua,尼加拉瓜,نيكاراغوا,np
1458,Nice,尼斯,لطيف,np
1459,Nice to meet you.,很高兴认识你。,سعيد بالتعرف عليك,sent
1460,niece,侄女,,np
1461,Niger,尼日尔,النيجر,np
1462,Nigeria,尼日利亚,نيجيريا,np
1463,night,晚上,ليلة,np
1464,Night Porter On Duty.,夜间有行李搬运服务生。,,sent
1465,nine,九,تسعة,num
1466,no admittance,闲人免进,,np
1467,no bills,不准张贴,,np
1468,"No cream, please.",请不要加奶油。,,sent
1469,no entry,禁止入内,,np
1470,no honking,禁止鸣喇叭,,np
1471,no litter,勿乱扔杂物,,np
1472,No parking.,禁止停车,ممنوع الوقوف,sent
1473,no passing,禁止通行,,np
1474,no photos,请勿拍照,,np
1475,No Service Fee.,免收服务费用。,,sent
1476,no smoking,禁止吸烟,,np
1477,no smoking except in designated area,除指定区域外，禁止吸烟,,np
1478,No Smoking Except In Designated Area.,除指定区域外，禁止吸烟。,,sent
1479,no u turn,禁止掉头,,np
1480,no visitors,游人止步,,np
1481,"No, I don't think we've met.",不，我想没见过面。,,sent
1482,"No, I haven't reserved in advance.",没有，我事先没有预订。,,sent
1483,"No, it's for my friend.",不，是我的朋友。,,sent
1484,"No, not at all. there you go.",没关系，给你。,,sent
1485,"No, Sir/Madam Just show your ticket to the boarding officer as you get on the plane.",没有，小姐。您登机时只要向工作人员出示机票就可以了。,,sent
1486,"No, thank you.",不用了，谢谢。,لا، شكراً.,sent
1487,"No, that's not possible.",不能。,,sent
1488,"No, we do not.",没有预订。,,sent
1489,"No,I'd rather have a glass of juice, please.",不，我更想要一杯果汁。,,sent
1490,No.,不。,لا.,sent
1491,non-smoking seat,非吸烟席,,np
1492,non-smoking section,非吸烟区 ,قسم غير المدخنين,np
1493,Non-smoking.,非吸烟区。,,sent
1494,non-stop flight,连续飞行,,np
1495,noodles,面条,الشعيرية,np
1496,noon,中午,الظهيرة,np
1497,north,北,شمال,adv
1498,North Korea,北朝鲜,كوريا الشمالية,np
1499,Norway,挪威,النرويج,np
1500,nose,鼻子,أنف,np
1501,Not bad. We'll take it.,可以，就做这儿吧。,,sent
1502,not for sale,恕不出售,,np
1503,Not too far.,不太远,ليس بعيد جداً,sent
1504,nothing to declare,无报关,,np
1505,nothing to declare,无申报通道,,np
1506,Notice On Luggage Check-In.,行包托运须知。,,sent
1507,Nottingham,诺丁汉,نوتنغهام,np
1508,November,十一月,نوفمبر,np
1509,now,现在,الآن,adv
1510,Now put everything from your pockets in this tray and come through the detector.,现在请把口袋里的东西掏出来放在这里，从检测器走过。,,sent
1511,Now you have been booked.,现在您已完成订位。,,sent
1512,Number *.,数字 *.,رقم *,vp
1513,number and street,街道及门牌号,,np
1514,number of children,子女人数,,np
1515,object,物品,,np
1516,occupation,职业,,np
1517,occupational history,工作经历,,np
1518,occupied,有人,,np
1519,October,十月,أكتوبر,np
1520,off,关,,np
1521,off-job training,脱产培训,,np
1522,office hours,办公时间,,np
1523,office phone,办公电话,,np
1524,official use only,官方填写,,np
1525,offspring,后代,,np
1526,oil,油,,np
1527,"OK, I'll take it.",我要买这个。,حسناً، سآخذه.,sent
1528,OK. And anything else I can do for you?,好的，还有什么别的需要吗?,,sent
1529,OK. Anyting else?,好的，还要其它的吗?,,sent
1530,OK. I will take it.,好的，就这班。,,sent
1531,OK. I'll have that right out.,好的，我马上拿给你。,,sent
1532,OK. Thank you and we look forward to your arrival.,好的，谢谢您，我们期盼您的到来。,,sent
1533,OK. We look forward to your visit.,好的，我们期待您的光临。,,sent
1534,"OK. Your name, please?",可以，请问您的名字?,,sent
1535,Okay.,好的,حسناًً,sent
1536,olive oil,橄榄油,,np
1537,Oman,阿曼,سلطنة عمان,np
1538,one,一,واحد,num
1539,"One economy class seat, is that right?",一个经济舱座位，对吗？,,sent
1540,"One extra pillow, please.",请再给我一个枕头。,,sent
1541,"One more, please.",请再给我一个。,واحد إضافي، من فضلك.,sent
1542,one o'clock AM,凌晨一点钟,الساعة الواحدة صباحاً,np
1543,one o'clock PM,下午一点钟,الساعة الواحدة مساءً,np
1544,"One ticket to *, please.",要一张去*的票，谢谢,تذكرة واحدة إلى *.,vp
1545,one way,单行道,اتجاه واحد,adv
1546,One way.,单程。,,sent
1547,one-way ticket,单程机票,,np
1548,onion,洋葱,,np
1549,Only first class tickets are available.,现在只有头等舱了。,,sent
1550,open,营业,مفتوح,adj
1551,to open,打开,لفتح,vp
1552,orange,橙子,برتقال,np
1553,orange color,橙色,برتقالي,adj
1554,orange juice,柳橙汁,عصير برتقال,np
1555,Osaka,大阪,أوساكا,np
1556,Oslo,奥斯陆,أوسلو,np
1557,others,其他,,np
1558,Ottawa,渥太华,أوتاوا,np
1559,Our chef is trying his best.,我们的厨师正在尽最大的努力。,,sent
1560,Our seats are separated.,我们的座位是分开的。,,sent
1561,Our table number is *.,我们预订桌号是*。,,vp
1562,Our waiter will show you to your table.,我们的服务生会带您到餐位。,,sent
1563,Our waitress will be with you in a moment.,服务员马上就来。,,sent
1564,Our waitress will get you tea in a minute.,服务员马上就给您上茶。,,sent
1565,Outdoor Swimming Pools.,室外泳池。,,sent
1566,oxygen mask,氧气罩,,np
1567,oyster sauce,蚝油,,np
1568,pain killer,止痛药,مسكن ألم,np
1569,painful,痛。,مؤلم,adj
1570,Pakistan,巴基斯坦,باكستان,np
1571,Palau,帕劳,بالاو,np
1572,Panama,巴拿马,بناما,np
1573,Panama City,巴拿马城,مدينة باناما,np
1574,paper napkin,纸巾,,np
1575,Papua New Guinea,巴布亚新几内亚,بابوا غينيا الجديدة,np
1576,Paraguay,巴拉圭,باراغواي,np
1577,Pardon me?,可以再重复一遍吗？,عذراً/معذرة؟,sent
1578,parents,父母,,np
1579,Paris,巴黎,باريس,np
1580,parting,停车处,,np
1581,passenger manifest,乘客名单,,np
1582,passenger plane,客机,,np
1583,"Passengers in the first class, please proceed to the boarding gate now.",请头等舱的旅客前往登机门。,,sent
1584,passport,护照,جواز سفر,np
1585,passport control,入境检验,,np
1586,passport control immigration,护照检查处,,np
1587,passport no,护照号,,np
1588,Past the *.,传*,بعد ال*. / بعد أن تتخطى ال*.,vp
1589,pause,暂停,,np
1590,pay,付,ادفع,vp
1591,Pay Phone,付费电话,,sent
1592,peach latte,蜜桃咖啡拿铁,,np
1593,peanut,花生酱,,np
1594,pen,笔,قلم حبر,np
1595,pen name,笔名,,np
1596,pencil,铅笔,قلم رصاص,np
1597,pepper,胡椒,,np
1598,pepper shaker,胡椒瓶,,np
1599,permanent address,永久住址,,np
1600,Perth,珀斯,بيرث,np
1601,Peru,秘鲁,بيرو,np
1602,petrol,汽油,بترول,np
1603,Philippines,菲律宾,الفلبين,np
1604,Phnom Penh,金边,بنوم بنه,np
1605,pickle,咸菜,,np
1606,pillow,枕头,,np
1607,Pilot's Cockpit.,飞行员驾驶舱。,,sent
1608,plane no,机号,,np
1609,plane ticket,飞机票,,np
1610,Please accept our apology.,请接受我们的道歉。,,sent
1611,Please be more careful in the future.,请以后多多注意。,,sent
1612,Please be there * at the latest.,最晚请在*到那里。,,vp
1613,Please Call The Hotel Operator For More Information.,可以打电话询问酒店接线员更多信息。,,sent
1614,Please cancel my order if the food is not ready.,如果饭菜没做好的话请取消我的点餐吧。,,sent
1615,Please check in at the airport two hours before departure.,请于起飞前*小时到机场办理登机手续。,,vp
1616,Please check-in at zone *,请到*区办理登机手续。,,vp
1617,Please clean my room.,请清洁我的房间,من فضلك نظف غرفتي.,sent
1618,Please clean up the table.,请收拾一下桌子。,,sent
1619,Please clear the plates.,请洗干净这些碟子,من فضلك نظف الصحون.,sent
1620,Please come over for inspection.,请过来接受检查。,,sent
1621,Please come this way.,请往这边走。,,sent
1622,Please come with me.,请跟我过来,أرجوك، تعال/تعالي معي.,sent
1623,Please do and hurry up!,请快一点!,,sent
1624,Please follow me.,请跟我来。,,sent
1625,Please follow the signs for zone R to check in.,请沿着标志引导到Ｒ区办理登机手续。,,sent
1626,Please give me *.,请给我*。,من فضلك أعطني *.,vp
1627,Please give me the paper towel.,请给我些纸巾。,,sent
1628,Please give me your baggage claim tag.,请给我你的行李领取牌。,,sent
1629,Please go to the transfer counter.,请到转机柜台办理。,,sent
1630,Please have photo identification ready for inspection.,请准备好带照片的身份证接受检查。,,sent
1631,Please have your luggage checked.,请自觉接受行包安检。,,sent
1632,Please have your ticket or boarding card ready for inspection.,请把机票和登机牌准备好接受检查。,,sent
1633,Please Keep Valuables With You.,贵重物品随身携带/贵重物品请自行妥善保管。,,sent
1634,Please keep your seat belt fastened.,请系好安全带。,,sent
1635,please leave your luggage with you at all times,请随身携带你的行李,,np
1636,Please let us pass.,请让我们借过一下。,,sent
1637,Please open your bag. We'd like to have a look.,请把你的包打开，我们要检查一下。,,sent
1638,Please pack the leftovers for me.,请帮我把剩菜打包。,,sent
1639,Please pass through the detector one by one.,请一个一个通过探测门。,,sent
1640,Please pull your table down. It's supper time.,晚餐时间到了，请放下桌子。,,sent
1641,Please put all carry-on luggage in a basket and then place it on the conveyor.,请把所有的随身行李放在一个筐里，然后把筐放在传送带上。,,sent
1642,"Please put all your metallic objects such as coin,cellphone,chewing gum,cigarettes,and anything with Aluminum foil into the basket.",请把您随身携带的所有金属物品，如硬币、手机、口香糖、香烟、以 及带锡纸的物品等放在篮子里。,,sent
1643,Please put it here.,请把它放在这里。,,sent
1644,Please put me on the waiting list.,请把我列为候补。,,sent
1645,Please put your baggage on the scale.,请把您的行李放在磅秤上。,,sent
1646,Please put your package under your seat.,请把你的行李放在座位下面。,,sent
1647,Please queue for flights to * destinations.,请排队办理前往*各地的登机手续。,,vp
1648,Please raise your arms.,请您抬起双臂。,,sent
1649,Please Return This Key Card To The Front Desk When You Check Out.,结账时请将钥匙卡归还前台。,,sent
1650,Please rush our order.,请快点做好我们的菜。,,sent
1651,Please sit down.,请坐。,,sent
1652,Please sit where you like.,请随意入座。,,sent
1653,Please Take care Of Your Belongings.,请保管好随身物品。,,sent
1654,Please take off your shoes.,请脱掉您的鞋子。,,sent
1655,Please take seats.,请坐。,,sent
1656,Please take your computer out and put it in the basket.,请把您的电脑从包里取出放入筐里。,,sent
1657,Please tell me your name.,请告诉我您的名字。,,sent
1658,Please turn up the AC.,请把空调开大一点。,من فضلك شغل المكيف الهوائي.,sent
1659,Please unbutton your coat.,请把您的衣扣打开。,,sent
1660,Please use the meter machine.,请打表。,من فضلك استعمل آلة السحب ببطاقة الائتمان.,sent
1661,Please wait a moment.,请稍等一会。,,sent
1662,Please wait here or take advantage until our hostess escorts to your table.,请稍等或自便，有人会领你入座。,,sent
1663,Please.,请。,من فضلك,adv
1664,pocket,口袋,,np
1665,poison,有毒,,np
1666,Poland,波兰,بولندا,np
1667,police,警察,الشرطة,np
1668,pork,猪肉,لحم خنزير,np
1669,Porridge.,白粥。,,sent
1670,Port Moresby,端口莫尔兹比港,مرفئ مويسبي,np
1671,Porto,波尔图,بورتو,np
1672,Portugal,葡萄牙,البرتغال,np
1673,post doctorate,博士后,,np
1674,post office,邮局,,np
1675,postage stamp,邮票,طابع بريدي,np
1676,postal code,邮政编码,,np
1677,postcard,明信片,بطاقة بريدية,np
1678,Prague,布拉格,براغ,np
1679,pre-flight safety demonstration,飞行安全示范,,np
1680,precise,一丝不苟的,,np
1681,prefecture,专区,,np
1682,Press the call button if you need any more help.,如果还有其他需求，可以按呼叫按钮通知我们。,,sent
1683,Pretoria,比勒陀利亚,بريتوريا,np
1684,Price According To Season And Size Of Flat.,价格按季节和公寓大小而定。,,sent
