	en	cn	ar	pos
344	No,I'd rather have a glass of juice, please.	不，我更想要一杯果汁。		sent
52	No.	没有		sent
312	No.	不要	لا.	sent
781	No.	不。		sent
493	Non-smoking.	非吸烟区。		sent
610	North Korea	北朝鲜	كوريا الشمالية	np
651	Norway	挪威	النرويج	np
525	Not bad. We'll take it.	可以，就做这儿吧。		sent
317	Not too far.	不太远	ليس بعيد جداً	sent
754	Not until you have paid a * percent deposit.	您只要支付*%的预订金，我们就予以确定。		vp
262	Notice On Luggage Check-In.	行包托运须知。		sent
850	Nottingham	诺丁汉	نوتنغهام	np
318	November	十一月	نوفمبر	np
156	Now put everything from your pockets in this tray and come through the detector.	现在请把口袋里的东西掏出来放在这里，从检测器走过。		sent
67	Now you have been booked.	现在您已完成订位。		sent
320	Number *.	数字	رقم *	vp
322	OK, I'll take it.	我要买这个。	حسناً، سآخذه.	sent
704	OK. And anything else I can do for you?	好的，还有什么别的需要吗?		sent
986	OK. Anyting else?	好的，还要其它的吗?		sent
53	OK. I will take it.	好的，就这班。		sent
350	OK. I'll have that right out.	好的，我马上拿给你。		sent
761	OK. Thank you and we look forward to your arrival.	好的，谢谢您，我们期盼您的到来。		sent
760	OK. We look forward to your visit.	好的，我们期待您的光临。		sent
743	OK. Your name, please?	可以，请问您的名字?		sent
88	OK. wait a moment, please. Sorry, that's all sold out.	好，请稍等。对不起，*号的都卖完了。		vp
321	October	十月	أكتوبر	np
323	Okay.	好的	حسناًً	sent
652	Oman	阿曼	سلطنة عمان	np
112	One economy class seat, is that right	？一个经济舱座位，对吗？		sent
354	One extra pillow, please.	请再给我一个枕头。		sent
324	One more, please.	请再给我一个。	واحد إضافي، من فضلك.	sent
327	One ticket to *, please.	要一张去*的票，谢谢	تذكرة واحدة إلى *.	vp
46	One way.	单程。		sent
36	Only first class tickets available, sir.	现在只有头等舱了，先生。		sent
724	Osaka	大阪	أوساكا	np
839	Oslo	奥斯陆	أوسلو	np
821	Ottawa	渥太华	أوتاوا	np
881	Our Front Desk Team Is Available * Hours A Day To Address Any Of Your Needs.	我们前台服务团队每天*小时为您解决一切问题。		vp
589	Our chef is trying his best.	我们的厨师正在尽最大的努力。		sent
294	Our seats are separated.	我们的座位是分开的。		sent
460	Our table is No.*	我们预订了*号桌。		vp
467	Our waiter will show you to your table.	我们的服务生会带您到餐位。		sent
542	Our waitress will be with you in a moment.	服务员马上就来。		sent
543	Our waitress will get you tea in a minute.	服务员马上就给您上茶。		sent
854	Outdoor Swimming Pools.	室外泳池。		sent
653	Pakistan	巴基斯坦	باكستان	np
654	Palau	帕劳	بالاو	np
655	Panama	巴拿马	بناما	np
810	Panama City	巴拿马城	مدينة باناما	np
656	Papua New Guinea	巴布亚新几内亚	بابوا غينيا الجديدة	np
657	Paraguay	巴拉圭	باراغواي	np
334	Pardon me?	可以再重复一遍吗？	عذراً/معذرة؟	sent
739	Paris	巴黎	باريس	np
223	Passengers in the first class, please proceed to the boarding gate now.	请头等舱的旅客前往登机门。		sent
336	Past the *.	传*	بعد ال*. / بعد أن تتخطى ال*.	vp
867	Pay Phone	付费电话		sent
804	Perth	珀斯	بيرث	np
658	Peru	秘鲁	بيرو	np
659	Philippines	菲律宾	الفلبين	np
805	Phnom Penh	金边	بنوم بنه	np
276	Pilot's Cockpit.	飞行员驾驶舱。		sent
876	Please Call The Hotel Operator For More Information.	可以打电话询问酒店接线员更多信息。		sent
833	Please Keep Valuables With You.	贵重物品随身携带/贵重物品请自行妥善保管。		sent
841	Please Return This Key Card To The Front Desk When You Check Out.	结账时请将钥匙卡归还前台。		sent
834	Please Take care Of Your Belongings.	请保管好随身物品。		sent
647	Please accept our apology.	请接受我们的道歉。		sent
612	Please be more careful in the future.	请以后多多注意。		sent
80	Please be there * at the latest.	最晚请在*到那里。		vp
597	Please cancel my order if the food is not ready.	如果饭菜没做好的话请取消我的点餐吧。		sent
78	Please check in at the airport two hours before departure.	请于起飞前*小时到机场办理登机手续。		vp
98	Please check-in at zone *	请到Ｒ区办理登机手续。		sent
341	Please clean my room.	请清洁我的房间	من فضلك نظف غرفتي.	sent
703	Please clean up the table.	请收拾一下桌子。		sent
342	Please clear the plates.	请洗干净这些碟子	من فضلك نظف الصحون.	sent
165	Please come over for inspection.	请过来接受检查。		sent
471	Please come this way.	请往这边走。		sent
343	Please come with me.	请跟我过来	أرجوك، تعال/تعالي معي.	sent
581	Please do and hurry up!	请快一点!		sent
470	Please follow me.	请跟我来。		sent
99	Please follow the signs for zone R to check in.	请沿着标志引导到Ｒ区办理登机手续。		sent
344	Please give me *.	请给我*。	من فضلك أعطني *.	vp
552	Please give me the paper towel.	请给我些纸巾。		sent
420	Please give me your baggage claim tag.	请给我你的行李领取牌。		sent
400	Please go to the transfer counter.	请到转机柜台办理。		sent
227	Please have photo identification ready for inspection.	请准备好带照片的身份证接受检查。		sent
143	Please have your luggage checked.	请自觉接受行包安检。		sent
226	Please have your ticket or boarding card ready for inspection.	请把机票和登机牌准备好接受检查。		sent
310	Please keep your seat belt fastened.	请系好安全带。		sent
474	Please let us pass.	请让我们借过一下。		sent
166	Please open your bag. We'd like to have a look.	请把你的包打开，我们要检查一下。		sent
661	Please pack the leftovers for me.	请帮我把剩菜打包。		sent
163	Please pass through the detector one by one.	请一个一个通过探测门。		sent
322	Please pull your table down. It's supper time.	晚餐时间到了，请放下桌子。		sent
150	Please put all carry-on luggage in a basket and then place it on the conveyor.	请把所有的随身行李放在一个筐里，然后把筐放在传送带上。		sent
157	Please put all your metallic objects such as coin,cellphone,chewing gum,cigarettes,and anything with Aluminum foil into the basket.	请把您随身携带的所有金属物品，如硬币、手机、口香糖、香烟、以 及带锡纸的物品等放在篮子里。		sent
118	Please put it here.	请把它放在这里。		sent
208	Please put me on the waiting list.	请把我列为候补。		sent
119	Please put your baggage on the scale.	请把您的行李放在磅秤上。		sent
306	Please put your package under your seat.	请把你的行李放在座位下面。		sent
107	Please queue for flights to * destinations.	请排队办理前往欧洲各地的登机手续。		sent
171	Please raise your arms.	请您抬起双臂。		sent
580	Please rush our order.	请快点做好我们的菜。		sent
530	Please sit down.	请坐。		sent
532	Please sit where you like.	请随意入座。		sent
170	Please take off your shoes.	请脱掉您的鞋子。		sent
531	Please take seats.	请坐。		sent
153	Please take your computer out and put it in the basket.	请把您的电脑从包里取出放入筐里。		sent
461	Please tell me your name.	请告诉我您的名字。		sent
345	Please turn up the AC.	请把空调开大一点。	من فضلك شغل المكيف الهوائي.	 sent
174	Please unbutton your coat.	请把您的衣扣打开。		sent
346	Please use the meter machine.	请打表。	من فضلك استعمل آلة السحب ببطاقة الائتمان.	sent
495	Please wait a moment.	请稍等一会。		sent
468	Please wait here or take advantage until our hostess escorts to your table.	请稍等或自便，有人会领你入座。		sent
347	Please.	请。	من فضلك	adv
660	Poland	波兰	بولندا	np
331	Porridge.	白粥。		sent
881	Port Moresby	端口莫尔兹比港	مرفئ مويسبي	np
824	Porto	波尔图	بورتو	np
661	Portugal	葡萄牙	البرتغال	np
823	Prague	布拉格	براغ	np
353	Press the call button if you need any more help.	如果还有其他需求，可以按呼叫按钮通知我们。		sent
799	Pretoria	比勒陀利亚	بريتوريا	np
820	Price According To Season And Size Of Flat.	价格按季节和公寓大小而定。		sent
453	Prices of food in this restaurant are much higher than that in other restaurants.	这家餐厅的价格比其他的餐厅高。		sent
203	Probably not * hours.	大概不会超过两小时。		sent
761	Pune	普纳	بيون	np
311	Put on your seat belt, please.	请系好安全带。		sent
151	Put your carry-on luggage on the belt, please.	请把你的手提行李放在传送带上。		sent
662	Qatar	卡塔尔	دولة قطر	np
145	Quantity allowed to take.	限带物品数量。		sent
149	Queue here.	在此排队。		sent
805	Reception	前台/服务台/接待		sent
822	Reduced Rates For Elderly.	老人优惠。		sent
146	Regulations on restriction of liquids.	限带液体物品的规定。		sent
839	Remove Key.	取出钥匙卡。		sent
837	Report Suspicious Persons Or Acts.	报告可疑人员或可疑行为。		sent
892	Restaurant And Pub.	餐馆酒吧。		sent
808	Restaurant Lounge.	酒店大厅。		sent
263	Restriction of hand carry-on articles.	随身携带的物品限制规定。		sent
867	Riga	里加	ريغا	np
735	Rio de Janeiro	里约热内卢	ريو دي جانيرو	np
756	Riyadh	利雅得	مدينة الرياض	np
663	Romania	罗马尼亚	رومانيا	np
778	Rome	罗马	روما	np
713	Room Reservation. Good afternoon.	客房预约部。下午好!		sent
777	Room Reservations. May i help you,sir?	客房预定。先生有什么需要我帮忙的吗?		sent
840	Rotterdam	鹿特丹	روتردام	np
47	Round trip back to * on * *rd.	我要往返票，*月*日飞回芝加哥。		vp
43	Round trip or one way?	往返还是单程?		sent
664	Russian Federation	俄罗斯联邦	الاتحاد الروسي	np
665	Rwanda	卢旺达	رواندا	np
836	Safe Deposit Boxes Are Available At Front Desk.	前台可以提供保险箱。		sent
768	Saint Petersburg	圣彼得堡	سان بطرسبرج	np
668	Saint Vincent & the Grenadines	圣文森特和格林纳丁斯	سانت فنسنت وجزر غرينادين	np
669	Samoa	萨摩亚	ساموا	np
670	San Marino	圣马力诺	سان مارينو	np
757	Santiago	圣地亚哥	سانتياغو	np
722	Sao Paulo	圣保罗	ساو باولو	np
671	Sao Tome & Principe	圣多美和普林西比	ساو تومي وبرينسيبي	np
886	Sarajevo	萨拉热窝	سراييفو	np
367	Saturday	星期六	يوم السبت	np
672	Saudi Arabia	沙特阿拉伯	المملكة العربية السعودية	np
851	Sauna	桑拿浴		sent
832	Secure Valuables.	保管好贵重物品。		sent
141	Security Inspection.	安检。		sent
252	Security Office.	保安部。		sent
140	Security check (in).	安检。		sent
144	Security screening requirements.	安检要求。		sent
371	See you later.	待会见	أراك لاحقاً.	sent
763	See you then.	到时候见。		sent
673	Senegal	塞内加尔	السنغال	np
747	Seoul	首尔	سيول	np
372	September	九月	سبتمبر	np
674	Serbia	塞尔维亚	صربيا	np
675	Seychelles	塞舌尔	سيشيل	np
538	Shall I bring a cushion for the little one to sit on?	我需要拿个垫子为小朋友坐吗?		sent
719	Shanghai	上海	شنغهاي	np
818	Sharjah	沙迦	الشارقة	np
859	Shave Pins In All Bedrooms.	所有卧室备有刮脸插销。		sent
854	Sheffield	谢菲尔德	شيفيلد	np
740	Shenzhen	深圳	شنتشن	np
173	Should I take off my jacket too?	我还要脱掉夹克吗?		sent
376	Show me.	给我看一下。	 أرني.	sent
271	Shuttle Bus.	机场巴士。		sent
676	Sierra Leone	塞拉利昂	سيرا ليون	np
677	Singapore	新加坡	سنغافورة	np
984	Slice me * a kilo of beef.	给我切一斤牛肉。		sent
825	Slippery Road.	小心路滑。		sent
678	Slovakia	斯洛伐克	سلوفاكيا	np
679	Slovenia	斯洛文尼亚	سلوفينيا	np
490	Smoking or non-smoking?	吸烟区还是非吸烟区?		sent
492	Smoking, please.	吸烟区。		sent
831	Sofia	苏菲亚	صوفيا	np
680	Solomon Islands	所罗门群岛	جزر سليمان	np
681	Somalia	索马里	الصومال	np
696	Some black coffee will help to sober me up	.一些黑咖啡，能让我清醒。		sent
381	Some more *, pelase.	再多一点*，谢谢	المزيد من *، من فضلك.	vp
802	Sorry No Vacancy.	抱歉，客满。		sent
479	Sorry, we're fully booked.	抱歉，我们位子被订满了。		sent
1002	Sorry. It's out of stock now.	对不起，已经脱销了。		sent
682	South Africa	南非	جنوب أفريقيا	np
611	South Korea	韩国	كوريا الجنوبية	np
683	South Sudan	南苏丹	جنوب السودان	np
844	Southampton	南安普敦	ساوثامبتون	np
684	Spain	西班牙	إسبانيا	np
281	Speed Per Hour.	飞行速度。		sent
685	Sri Lanka	斯里兰卡	سيريلانكا	np
666	St Kitts & Nevis	圣基茨和尼维斯	سانت كيتس ونيفيس	np
667	St Lucia	圣卢西亚	شارع لوسيا	np
896	Staff Only.	旅客止步。		sent
809	Stalls	中庭		sent
821	Stay A Minimum Of * Nights And Receive * Extra Night Free.	住三晚，可额外免费赠一晚。		vp
164	Stay close.	跟紧。		sent
816	Stockholm	斯德哥尔摩	ستوكهولم	np
879	Stoke-on-Trent	特伦特河畔斯托克	ستوك أون ترينت	np
388	Stop! Thief!	住手！小偷！	توقف! لص/سارق‏! ‎	sent
389	Stop.	停。	توقف	sent
861	Stuttgart	斯图加特	شتوتغارت	np
686	Sudan	苏丹	سودان	np
815	Suit	套间		sent
394	Sunday	星期天	الأحد	np
787	Surabaya	泗水	سورابايا	np
758	Surat	苏拉特	سورة	np
65	Sure! I'm *. My phone number is * and ID number is *	当然，我叫刘霞，手机号是*，身份证号是*。		vp
774	Sure, but if you do have any cancellations, could you let me know as soon as possible?	好的，如果真有人取消，能不能尽快让我知道呢?		sent
513	Sure.	当然啦!	صحيح!	sent
85	Sure.	当然可以。		sent
336	Sure. What kind of drink do you want?	当然可以。 你想要什么饮料?		sent
687	Suriname	苏里南	سورينام	np
884	Swansea	斯旺西	سوانسي	np
688	Swaziland	斯威士兰	سوازيلاند	np
689	Sweden	瑞典	السويد	np
690	Switzerland	瑞士	سويسرا	np
769	Sydney	悉尼	سيدني	np
691	Syria	叙利亚	سوريا	np
432	TV	电视	‏تلفاز	np
792	Taipei	台北	تايبيه	np
692	Taiwan	台湾	تايوان	np
693	Tajikistan	塔吉克斯坦	طاجيكستان	np
191	Take care, not to leave things behind.	当心不要遗忘携带物品。		sent
396	Take me there, please.	请带我到那里。	خذني إلى هناك من فضلك.	sent
397	Take me to *, please.	请您开到*。	خذني إلى *، من فضلك.	vp
175	Take off your belt, please.	请解下您的皮带。		sent
159	Take off your coat and shoes and put then in the box.	脱掉您的外套和鞋子，把它们放进盒子里。		sent
694	Tanzania	坦桑尼亚	تنزانيا	np
400	Taxi driver	出租车司机	سائق تاكسي	np
849	Tea(Coffee) Making Facility In All Bedrooms.	所有卧室有沏茶（煮咖啡）设备。		sent
751	Tehran	德黑兰	طهران	np
777	Tel Aviv	特拉维夫	تل أبيب	np
236	Terminal * & Cargo.	*号货运航班候机楼。		vp
235	Terminal * Departure.	*号候机楼。		vp
695	Thailand	泰国	تايلاند	np
759	Thank you for booking in our hotel.	谢谢您预定我们的宾馆。		sent
734	Thank you for waiting, Sir. We have a vacancy for that period.	让您就等了。我们这段时间有房间。		sent
508	Thank you for waiting.	谢谢您一直等着。		sent
403	Thank you so much.	非常感谢	شكراً جزيلاً	sent
798	Thank you, ma'am.I'll cancel Mr.Bruder's reservation from *BREAK* *nd for * nights.My name is Jason and we look forward to another chance to serve you.	谢谢你太太，我们将取消布鲁特尔从*月*号三个晚上的预定，我的名字叫杰桑，我们下次一个机会为您服务。		vp
782	Thank you, sir. We will extend the reservation for you.	谢谢，先生。我们将为您扩大保留。		sent
404	Thank you.	谢谢。	شكراًً	sent
27	That is not a direct flight.	那不是直飞的航班。		sent
769	That is really disappointing.	真让人失望。		sent
742	That sounds not bad at all. I'll take it.	听起来还不错。这个房间我订了。		sent
519	That table is reserved.	那张桌子被预定了。		sent
732	That will be * night(s).	那就是五天。		sent
995	That would be in aisle * with the condiments. It is right next to the ketchup.	在第七走道，和调味品一起，就在番茄酱的旁边。		vp
728	That's fine. A double room for * *th.	好的。星期二，*月*日，一个双人间。		vp
919	That's my number, e-mail.	这里是我的电话号码、电邮。		sent
405	That's too expensive.	太贵了。	هذا غال جدا.	sent
860	The Gold Coast	在黄金海岸	والذهب الساحل	np
94	The balance of the fare is * yuan, you have to pay it by yourself.	票价差额为*元，需要你自理。		vp
129	The boarding time is *	登机时间是*点。		vp
406	The check, please.	请结帐。	الفاتورة، من فضلك.	sent
740	The current rate is * yuan per night.	现行房费是每天*元。		vp
201	The delay is due to mechanical difficulties.	延迟出发是因为机械故障。		sent
618	The dish I ordered was not fresh.	我点的菜不新鲜。		sent
571	The dishes are offered too slowly.	菜上的太慢了。		sent
195	The flight is delayed due to bad weather conditions.	由于天气不好航班延误了。		sent
615	The food has a funny smell.	这菜闻起来很奇怪。		sent
620	The food is off.	这菜变质了。		sent
635	The food was dreadful.	这饭菜糟糕透了。		sent
976	The fruit and vegetables are over there.	水果和蔬菜在那边。		sent
133	The gate number is *	登机门是*号。		vp
588	The kitchen is very busy today.	今天厨房很忙。		sent
367	The local time is * p. m. and the ground temperature is * degrees Centigrade, or * degrees Fahrenheit.	当地时间为晚上*点*分，地面温度摄氏*度，华氏*度。		vp
465	The name is *.	名字是维克多。		sent
219	The next flight available for boarding is to *,  .	下一班可以登机的航班是飞往内布拉斯加州，林肯市。		sent
521	The one by the window has been taken by others.	靠窗的那张已经有人预订了。		sent
990	The organic vegetables are marked with the blue label. Here, do you see?	有机蔬菜都有蓝色的标签。在这里，看到了吗?		sent
303	The overhead compartments are all full.	上面的行李箱都满了。		sent
314	The passengers, in preparation for takeoff, please turn off all electronic devices.	各位乘客请注意，飞机准备起飞了，请关闭所有电子装置。		sent
997	The price will go down.	价格将会下降。		sent
463	The reservation is under chen.	是用陈的名字预订的。		sent
138	The rest is our job. Have a good trip.	余下的是我们的事，祝您旅途愉快。		sent
445	The restaurant across the street is excellent.	街对面的那家餐馆不错。		sent
451	The restaurant is so popular that you have to wait for one to two hours to get a seat.	这家餐厅太出名了，要等一两个小时才有座位。		sent
599	The service is too slow.	这服务太慢了。		sent
651	The service was very bad.	这服务太差劲了。		sent
520	The table over there has been reserved.	那边那张桌子已经被预定了。		sent
334	Then give me a double Western.	那给我来双份西餐吧。		sent
410	There are * of us.	一共有*个人	نحن * أشخاص	vp
21	There are enough seats.	还有很多座位。		sent
26	There are no direct flights.	没有直达的航班。		sent
634	There is a fly in my soup.	我的汤里有只苍蝇。		sent
409	There is enough time for us for the connection.	我们有足够的时间转飞机。		sent
992	There is no price on this item.	这上面没有标价。		sent
649	There isn't anything wrong with this food.	这菜没有任何问题。		sent
644	There will be no charge for this.	这一份我们不收费。		sent
380	There's an airsickness bag in the seat pocket.	在椅兜里有呕吐袋。		sent
626	These eggs are overcooked.	鸡蛋过熟了。		sent
623	These eggs are raw.	鸡蛋是生的。		sent
625	These eggs are too soft/hard.	鸡蛋太软/硬了。		sent
624	These eggs are undercooked.	鸡蛋还没熟。		sent
179	These items are forbidden by law.	这些东西是违禁品。		sent
853	Thessaloniki	塞萨洛尼基	سالونيك	np
977	They are in Section B.	它们在B区。		sent
970	They are on the chelf right behind you.	就在你身后的货架上。		sent
991	They're labeled on the packet.	它们在包装上有标示。		sent
843	This Is Designated Non-Smoking Room.	这是指定的禁烟房间。		sent
614	This food tastes strange.	这菜味道好怪。		sent
563	This fork is dirty.	这个叉子是脏的。		sent
557	This glass is chipped.	这杯子有缺口。		sent
558	This glass is dirty.	这杯子是脏的。		sent
559	This glass is smeared.	这杯子有污渍。		sent
560	This glass is spotted.	这杯子有斑点。		sent
562	This glass is stained and it really spoiled my appetite very much.	杯子有污垢，这可真倒胃口。		sent
561	This glass is stained.	这杯子有污垢。		sent
317	This headphone is not working. Can I have a new one?	这副耳机是坏的，能给我一副新的吗?		sent
752	This hotel prefers cash.	本宾馆主张现金付款。		sent
427	This is my luggage.	这是我的行李。		sent
606	This is not my order.	这不是我点的菜。		sent
616	This is not the right flavor.	这不是正经的味道。		sent
607	This is not what I ordered.	这不是我点的菜。		sent
645	This is on the house.	这一份由饭店出钱。		sent
293	This is supposed to be my seat.	这应该是我的座位了。		sent
186	This is the government's rule. For your own safety and other passangers, we need your understanding and corporation.	这是政府规定的，为了您和其他旅客的安全，请您理解和配合我们的工作。		sent
993	This item is not priced.	这上面没有标价。		sent
566	This knife doesn't cut.	这把刀不能切了。		sent
565	This knife is bent.	这把刀子弯了。		sent
567	This knife is blunt.	这把刀子钝了。		sent
564	This knife is not sparp.	这把刀不锋利了。		sent
568	This knife is so blunt that it can't even cut beancurd.	这刀太钝了，甚至连豆腐都切不了。		sent
526	This one is very good.	这张桌很好。		sent
446	This restaurant is famous for the seafood.	这家餐厅以海鲜闻名。		sent
452	This restaurant is more expensive than that one.	这家餐馆比那一家贵得多。		sent
617	This salad is not fresh.	色拉不新鲜了。		sent
633	This shish kebab is burnt.	这份烤羊肉串烧焦了。		sent
630	This steak is bloody.	牛排带血过多。		sent
631	This steak is hard/dry.	牛排太硬/干了。		sent
629	This steak is underdone.	牛排没熟。		sent
515	This table is too close to the toilet.	这张桌子离厕所太近。		sent
556	This tablecloth is filthy.	这个桌布好脏。		sent
414	This was very impressive!	真的很棒！	كان هذا رائعا جدا!	sent
473	This way please.	这边请。		sent
417	Thursday	星期四	يوم الخميس	np
737	Tianjin	天津	تيانجين	np
801	Tijuana	蒂华纳	تيخوانا	np
418	To *.	去*	إلى *	vp
953	To the supermarket. What's up?	去超市，干嘛?		sent
696	Togo	多哥	ليذهب	np
717	Tokyo	东京	طوكيو	np
697	Tonga	汤加	تونغا	np
760	Toronto	多伦多	تورونتو	np
842	Toulouse	图卢兹	تولوز	np
427	Towards the *.	靠近*	نحو ال*.	vp
248	Transit Passenger.	过境旅客。		sent
698	Trinidad & Tobago	特立尼达和多巴哥	ترينيداد وتوباجو	np
836	Tripoli	硅藻土	طرابلس	np
254	Trolley.	行李手推车。		sent
79	Try to be there by * and the airport will be crowed.	尽量*到那吧，机场人会很多的。		vp
429	Tuesday	星期二	يوم الثلاثاء	np
699	Tunisia	突尼斯	تونس	np
700	Turkey	火鸡	ديك رومي	np
701	Turkmenistan	土库曼斯坦	تركمانستان	np
840	Turn Handle.	旋转手柄。		sent
172	Turn around please.	请转身。		sent
430	Turn left.	左拐。	در إلى يسار.	sent
431	Turn right.	右拐。	در إلى يمين.	sent
702	Tuvalu	图瓦卢	توفالو	np
888	Two Way Traffic Hotel Parking.	旅馆双向停车场。		sent
433	U-turn.	掉头。	منعطف.	sent
703	Uganda	乌干达	أوغندا	np
704	Ukraine	乌克兰	أوكرانيا	np
705	United Arab Emirates	阿联酋	الإمارات العربية المتحدة	np
706	United Kingdom	英国	المملكة المتحدة	np
707	United States	美国	الولايات المتحدة الامريكانية	np
860	Unplug It.	拔去电源插头。		sent
708	Uruguay	乌拉圭	أوروغواي	np
830	Use Door Viewer To Identify Callers Prior To Opening Door.	开门前通过猫洞鉴别叫门人身份。		sent
709	Uzbekistan	乌兹别克斯坦	أوزبكستان	np
847	Valencia	瓦伦西亚	فالنسيا	np
794	Vancouver	温哥华	فانكوفر	np
710	Vanuatu	瓦努阿图	فانواتو	np
711	Vatican City	梵蒂冈城	مدينة الفاتيكان	np
712	Venezuela	委内瑞拉	فنزويلا	np
862	Venice	威尼斯	مدينة البندقية	np
245	Very Important Person(VIP) Suite.	贵宾候机厅。		sent
882	Victoria	维多利亚	فيكتوريا	np
809	Vienna	维也纳	فيينا	np
713	Vietnam	越南	فيتنام	np
438	Wait or stay?	等待还是留下来？	انتظر أو ابقى؟	sent
439	Wait.	等一下。	انتظر.	sent
673	Waiter!	服务生！		sent
555	Waiter! I have a small problem.	服务生! 我有点问题。		sent
240	Waiting And Boarding.	候机和登机。		sent
242	Waiting Hall.	候机厅。		sent
243	Waiting Lounge.	候机厅。		sent
241	Waiting Room.	候机厅。		sent
162	Walk through the security gate, please.	请走过这个安检门。		sent
857	Warm Air Hand Drier.	吹风机。		sent
861	Warn Children Of The Risk Of Death By Electric Shock.	小心孩童触电死亡。		sent
811	Warsaw	华沙	وارسو	np
440	Watch for the *.	注意*	احذر ال*.	vp
880	We Are Committed To Doing What It Takes To Make Your Stay As Comfortable As Possible.	为了让您尽可能舒适我们愿意付出一切。		sent
883	We Promise To Make It Right Or You Won't Pay For That Part Of Your Stay.	我们承诺将立即整改，否则您可以拒绝支付相关服务的费用。		sent
699	We also serve sandwiches and cakes.	我们还供应三明治和蛋糕。		sent
192	We are not responsible for items left over * days.	遗忘物品超过*天我们概不负责。		vp
576	We came here before they did. How come they were served first?	我们比他们先到，怎么他们先得到服务?		sent
551	We can have another toast for that. Cheers!	为了这个我们再次祝酒，干杯！		sent
184	We could check it in for you ,or you could have it deposited temporarily at our place for up to one month.	您可以办理托运或在我们这儿办理暂存，我们可以替您保留一个月。		sent
437	We could grab a quick bite.	我们快找点吃的吧。		sent
19	We have * flights at * p.m. and * p.m.	我们有两次航班，下午*和*的。		vp
996	We have a clearance sale today.	我们今天清仓大处理。		sent
25	We have a nonstop flight leaving at *.	*点半我们有一个直达航班。		vp
346	We have a selection of orange, apple, grape and lemonade.	我们有橙汁、苹果汁、葡萄汁和柠檬汁。		sent
507	We have a table for you now.	现在有桌子了。		sent
408	We have enough time to transfer the flight.	我们有足够的时间转飞机。		sent
961	We have free samples now.	我们现在有免费试吃。		sent
723	We have single rooms, double rooms, suites and luxury suites, etc.	我们有单人房，双人房，套房和豪华套房等等。		sent
369	We hope you enjoyed your flight.	我们希望你们满意这次的飞行。		sent
776	We hope you understand.	希望您能谅解。		sent
710	We lazed the whole afternoon away at a cafe.	我们在一家咖啡馆消磨了整个下午。		sent
762	We look forward to seeing you on *..	我们盼望下星期二见到您。		sent
773	We might have cancellations. Could you call us again closer to the date?	或许有人会取消预约，请您接近哪个日期时再打电话好吗?		sent
485	We need a table for *.	我们要一张四人桌。		sent
949	We need more milk	我们需要买点牛奶		sent
994	We need to buy some soya sauce. Which aisle is the soya sauce in?	我们想买一些酱油，酱油在哪一个通道?		sent
952	We took a trip to the supermarket.	我们去超市转转。		sent
196	We truly regret the delay. Thank you for your cooperation and patience.	我们对此深表谦意，并感谢您的配合与耐心。		sent
466	We were expecting you.	我们正恭候着您呢。		sent
366	We will be landing at * international Airport in * minutes.	*分钟后我们即将降落在曼谷国际机场。		vp
182	We will have to be confiscated.	我们必须没收。		sent
197	We will inform you of the new departure time as soon as possible. Thank you.	我们将尽快通知您的新班机的起飞时候，谢谢。		sent
296	We'd like to sit together.	我们想坐在一起。		sent
484	We'd love a table for *.	我们想要张*人桌。		vp
731	We'll be leaving on * morning.	我们星期日早上离开。		sent
176	We'll check you by hand, what do you think?	我们用手检，你看如何?		sent
758	We'll have the room ready for you.	我们会为您准备好房间。		sent
765	We're fully booked.	我们都订满了。		sent
510	We're very sorry for the delay.	我们很抱歉延误了这么长时间。		sent
572	We've been waiting for an hour.	我们已经等了一个小时了。		sent
443	Wednesday	星期三	يوم الأربعاء	np
224	Welcome aboard.	欢迎登机。		sent
342	Well, I'll have a cup of coffee.	好吧，我要一杯咖啡。		sent
66	Well, I've got them.	好的，我记下了。		sent
876	Wellington	惠灵顿	ولينغتون	np
814	West Box	西厢		sent
812	West Wing	西楼		sent
89	What about * *?	那*月*号的呢?		vp
340	What about something else, coffee,tea, juice, coke or beer?	其他的怎么样，咖啡、茶、果汁、可乐、或啤酒?		sent
963	What are you looking for?	您在找什么呢?		sent
909	What are you studying?	你学的是什么?		sent
32	What class?	要什么舱位?		sent
683	What coffee would you like,black coffee or white coffee?	你喜欢什么咖啡，黑咖啡还是牛奶咖啡？		sent
718	What date will you check in?	你们那天入住?		sent
7	What date, please?	请问订哪一天?		sent
916	What do you do for a living?	你靠什么来谋生（你做什么工作）?		sent
911	What do you do there?	你在那里从事什么工作?		sent
917	What do you do?	你做什么工作?		sent
676	What do you have to drink?	你们这里有什么喝的?		sent
965	What do you want exactly?	你到底想买些什么?		sent
422	What does it look like?	它是什么样子的?		sent
682	What flavor do you like?	你喜欢什么口味?		sent
330	What is the * food?	中餐是什么?		sent
220	What is the boarding time?	什么时候登机呢?		sent
445	What is the exchange rate?	汇率多少？	ما هو سعر العملة؟	sent
41	What is the fare, please?	请问票价是多少?		sent
446	What is this called?	这叫什么？	ماذا يدعى هذا؟	sent
447	What is this?	这是什么？	ما هذا؟	sent
448	What is your name?	你叫什么名字？	ما اسمك؟	sent
946	What is your nationality?	你的国籍是哪儿?		sent
674	What kind of coffee do you have?	你们这儿有什么咖啡?		sent
675	What kind of drinks you got?	你们有什么饮料?		sent
722	What kind of room would you like?	你喜欢订哪类房间?		sent
