,en,cn,ar,pos
1300,male,男的,الذكر,np
1301,Mali,马里,مالي,np
1302,Malta,马耳他,مالطا,np
1303,Manager On Duty.,值班经理。,مانشيستر في الخدمة,sent
1304,Manchester,曼彻斯特,مانشستر,np
1305,mango,芒果,مانجو,np
1306,mango mocha,芒果摩卡咖啡,موكا المانجا,np
1307,Manila,马尼拉,مانيلا,np
1308,All rooms have Wi-Fi.,所有房间都有Wifi。,جميع الغرف مزودة بخدمة الواي فاي.,sent
1309,March,三月,مارس,np
1310,marital status,婚姻状况,الحالة الاجتماعية,np
1311,marmalade,酸果酱,البرتقال,np
1312,marriage,婚姻,زواج,np
1313,married,已婚,متزوج,np
1314,Marseille,马赛,مرسيليا,np
1315,Marshall Islands,马绍尔群岛,جزر مارشال,np
1316,master,硕士,سيد/رئيسي,np
1317,Mauritania,毛里塔尼亚,موريتانيا,np
1318,Mauritius,毛里求斯,موريشيوس,np
1319,What happened?,发生了什么？,ماذا حدث؟,vp
1320,Maximum storage.,最高限重。,السعة القصوى,sent
1321,May,五月,مايو,np
1322,May I ask where you come from?,我可以问一下你从哪里来吗?,هل لي أن أسألك أنت من أين؟,sent
1323,May I check in here for flight to *?,这里是去*的航班登机手续办理处吗?,هل لي أن أتأكد هنا لرحلة إلى *؟,vp
1324,May I get a high chair for the baby?,我可以给婴儿拿个高脚椅吗?,هل لي بالحصول على كرسي عالي للطفل؟,sent
1325,May I have a bottle of *?,可以来一瓶*吗？,هل لي بالحصول على قارورة *؟,vp
1326,May I have a cup of *?,可以来一杯*吗？,هل لي بالحصول على كوب من *؟,vp
1327,May I have a doggy bag?,我可以打包吗?,هل لي بكيس أو علبة لحفظ الطعام؟,sent
1328,"May I have a drink, please?",给我一些饮料可以吗?,هل لي بمشروب من فضلك؟,sent
1329,May I have a glass of *?,可以来一杯*吗？,هل لي بالحصول على كأس من *؟,vp
1330,"May I have another black coffee, please?",请再给我一杯黑咖啡好吗？,هل لي بالحصول على قهوة سوداء ثانية من فضلك؟,sent
1331,May I have some *?,可以来一点*吗？,هل لي بالحصول على القليل من *؟,vp
1332,"May I have your name and phone number, please?",能告诉我你的名字和电话吗?,هل يمكنني الحصول على اسمك ورقم هاتفك من فضلك؟,sent
1333,"May I have your name, please?",请把你的名字告诉我好吗?,هل لي بإسمك، رجاء؟,sent
1334,May I have your name?,请问您的姓名?,هل لي بإسمك؟,sent
1335,May I have your passport please?,可以给我您的护照吗。,هل بوسعيّ أخذ جواز سفرك، لو سمحت؟,sent
1336,May I have your telephone number and address?,我可以得到你的电话号码和地址吗?,هل بوسعي الحصول على رقم هاتفك وعنوانك؟,sent
1337,May I help you?,我能为你效劳吗?,هل بوسعي مساعدتك؟,sent
1338,"May I please ask, what is your name?",请问你叫什么名?,هل لي بالسؤال، ما هو اسمك؟,sent
1339,May I see the room first?,请问我可以先看一下房间吗？,هل لي برؤية الغرفة أولاً؟,sent
1340,"May I see your passport, please?",可以看看你的护照吗?,هل بوسعي رؤية الغرفة أولاً؟,sent
1341,mcdonald-douglas,麦道,ماكدونالد-دوغلاس,np
1342,Me too.,我也是,أنا أيضاً,sent
1343,Mecca,麦加,مكة المكرمة,np
1344,Medellin,麦德林,ميديلين,np
1345,Medical emergency,医疗急诊,طارئ طبي,np
1346,Melbourne,墨尔本,ملبورن,np
1347,men,男人,رجال,np
1348,men's bathroom,男厕,حمّام الرجال,np
1349,menu,菜单,لائحة الطعام,np
1350,metallic,金属的, معدني,np
1351,Mexico,墨西哥,المكسيك,np
1352,Mexico City,墨西哥城,المكسيك المدينة,np
1353,Micronesia,密克罗尼西亚,ميكرونيزيا,np
1354,midnight,半夜,منتصف الليل,np
1355,Milan,米兰,ميلان,np
1356,milk,牛奶,حليب,np
1357,million,一百万,مليون,num
1358,minor,副修,قاصر/ثانوي,np
1359,miss,小姐,آنسه,np
1360,Missing People Help Line.,走失求救热线。,خط مساعدة الأشخاص المفقودين,sent
1361,mobile telephone,移动电话,هاتف نقال,np
1362,modest,谦虚的,متواضع,np
1363,Moldova,摩尔多瓦,مولدوفا,np
1364,Monaco,摩纳哥,موناكو,np
1365,Monday,星期一,الاثنين,np
1366,money,金钱,مال,np
1367,money exchange,货币兑换处,صرف الأموال,np
1368,Mongolia,蒙古,منغوليا,np
1369,Montenegro,黑山,الجبل الأسود,np
1370,month,月,شهر,np
1371,Montpellier,蒙彼利埃,مونبلييه,np
1372,Montreal,蒙特利尔,مونتريال,np
1373,more,更,أكثر,adj
1374,more than,多于,أكثر من,adj
1375,morning,早上,صباح,np
1376,Morning. May I help you?,早上好，请问有什么可以帮你的吗?,صباح الخير، هل بوسعي مساعدتك؟,sent
1377,Morocco,摩洛哥,المغرب,np
1378,Moscow,莫斯科,موسكو,np
1379,mother,妈妈,أم,np
1380,mother-in-law,婆婆,حماة,np
1381,Mozambique,莫桑比克,موزمبيق,np
1382,mr,先生,سيد,np
1383,mrs,太太,سيدة,np
1384,ms,小姐,آنسه,np
1385,msg,味精,,np
1386,Much better. Thank you.,好多了，谢谢。,أفضل بكثير. شكراً.,sent
1387,Mumbai,孟买,مومباي,np
1388,Munich,慕尼黑,ميونيخ,np
1389,mustard,芥末,خردل,np
1390,mutton,羊肉,لحم الضأن,np
1391,My car is waiting outside.,我的车停在外面。,سيارتي في الخارج,sent
1392,My fish is not cooked enough.,我的鱼没做熟。,إن سمكي ليس مطهو بما فيه الكفاية,sent
1393,My job is to teach students.,我的工作是教学生。,عملي هو أن أدرس الأطفال,sent
1394,My name is * .,我叫 * 。,أنا اسمي *.,vp
1395,My nationality is *.,我的国籍是*。,جنسيتي هي *.,vp
1396,My number is *.,我的电话*。,رقمي هو *.,vp
1397,My parents and my younger sister.,父母和我的妹妹。,والداي وأختي الصغيرة,sent
1398,My steak is raw.,我的牛排是生的。,إن شريحة اللحم خاصتي نيئه,sent
1399,My steak is tough and overdone.,我的牛排太硬过熟了。,إن شريحة اللحم خاصتي يابسة ومطهوة أكثر من اللازم,sent
1400,My surname is *.,我姓 *。,لقبي هو *.,vp
1401,My telephone number is *.,我的电话号码是*。,رقم هاتفي هو *.,vp
1402,Myanmar,缅甸,ميانمار,np
1403,nails,指甲,أظافر,np
1404,Nairobi,内罗毕,نيروبي,np
1405,name,姓名,اسم,np
1406,name of passenger,旅客姓名,اسم الراكب,np
1407,Namibia,纳米比亚,ناميبيا,np
1408,Nantes,南特,نانت,np
1409,napkin,餐巾,منديل,np
1410,national ID,证件,الهوية الوطنية,np
1411,nationality,国籍,جنسية,np
1412,native place,籍贯,المكان الأصلي,np
1413,Nauru,瑙鲁,ناورو,np
1414,neck,脖子,رقبة,np
1415,Nepal,尼泊尔,نيبال,np
1416,nephew,侄儿,ابن أخ/ ابن أخت,np
1417,net weight,净重,الوزن الصافي,np
1418,Netherlands,荷兰,هولندا,np
1419,New York City,纽约市,نيويورك,np
1420,New Zealand,新西兰,نيوزيلاندا,np
1421,Newcastle,新城堡,نيوكاسل,np
1422,newspaper,报纸,جرائد,np
1423,next week,下个星期,الأسبوع القادم,np
1424,Nicaragua,尼加拉瓜,نيكاراغوا,np
1425,Nice,不错。,لطيف.,sent.
1426,Nice to meet you.,很高兴认识你。,سعيد بالتعرف عليك.,sent
1427,niece,侄女,ابنة أخ/ ابن أخت,np
1428,Niger,尼日尔,النيجر,np
1429,Nigeria,尼日利亚,نيجيريا,np
1430,night,晚上,ليلة,np
1431,Night Porter On Duty.,夜间有行李搬运服务生。,حامل أمتعة ليلي في الخدمة,sent
1432,nine,九,تسعة,num
1433,no admittance,闲人免进,ممنوع الدقول,np
1434,no bills,不准张贴,لا فواتير,np
1435,"No cream, please.",请不要加奶油。,بلا كريمه من فضلك,sent
1436,no entry,禁止入内,ممنوع الدخول,np
1437,no honking,禁止鸣喇叭,ممنوع استخدام الزمور/بوق السيارة,np
1438,no litter,勿乱扔杂物,ممنوع إلقاء القمامة,np
1439,No parking.,禁止停车,ممنوع الوقوف,sent
1440,no passing,禁止通行,ممنوع العبور,np
1441,no photos,请勿拍照,ممنوع التصوير,np
1442,No Service Fee.,免收服务费用。,لا يوجد رسوم على الخدمة,sent
1443,no smoking,禁止吸烟,ممنوع التدخين,np
1444,no smoking except in designated area,除指定区域外，禁止吸烟,يمنع التدخين إلا في المكان المخصص,np
1445,no u turn,禁止掉头,ممنوع الانعطاف,np
1446,no visitors,游人止步,ممنوع الزوار,np
1447,"No, I don't think we've met.",不，我想没见过面。,لا، لا أعتقد أننا قد التقينا من قبل.,sent
1448,"No, I haven't reserved in advance.",没有，我事先没有预订。,لا، لم أحجز من قبل.,sent
1449,"No, it's for my friend.",不，是我的朋友。,لا، إنه لصديق لي.,sent
1450,"No, not at all. there you go.",没关系，给你。,لا، أبداً. هاك، تفضل.,sent
1451,Just show your ticket to the boarding officer as you get on the plane.,您登机时只要向工作人员出示机票就可以了。,,sent
1452,"No, thank you.",不用了，谢谢。,لا، شكراً.,sent
1453,"No, that's not possible.",不能。,لا، إن هذا ممكن.,sent
1454,"No, we do not.",我们不是。,لا لم نفعل.,sent
1455,"No,I'd rather have a glass of juice, please.",不，我更想要一杯果汁。,لا، أُفَضِّل الحصول على كأس عصير من فضلك.,sent
1456,No.,不。,لا.,sent
1457,non-smoking section,非吸烟区,قسم غير المدخنين,np
1458,non-smoking room,禁烟房间,غرفة لغير المدخنين,np
1459,smoking room,吸烟室,غرفة التدخين,np
1460,non-stop flight,连续飞行,رحلة بلا توقف,np
1461,noodles,面条,المعكرونة,np
1462,noon,中午,الظهيرة,np
1463,north,北,شمال,adv
1464,North Korea,北朝鲜,كوريا الشمالية,np
1465,Norway,挪威,النرويج,np
1466,nose,鼻子,أنف,np
1467,Not bad. We'll take it.,可以，就做这儿吧。,لا بأس. سنأخذه.,sent
1468,not for sale,恕不出售,ليس للبيع,np
1469,Not too far.,不太远,ليس بعيد جداً,sent
1470,nothing to declare,无报关,لا شيء للإفصاح عنه,np
1471,Notice On Luggage Check-In.,行包托运须知。,ملاحظة على تسجيل دخول الأمتعة,sent
1472,Nottingham,诺丁汉,نوتنغهام,np
1473,November,十一月,نوفمبر,np
1474,now,现在,الآن,adv
1475,Now put everything from your pockets in this tray and come through the detector.,现在请把口袋里的东西掏出来放在这里，从检测器走过。,الآن ضع كل شيء من جيوبك في هذه الصينية واعبر من خلال هذا الكاشف.,sent
1476,Now you have been booked.,现在您已完成订位。,الآن لقد تم حجزك,sent
1477,Number *.,数字 *.,رقم *,vp
1478,number and street,街道及门牌号,رقم ومقعد,np
1479,number of children,子女人数,عدد الأطفال,np
1480,object,物品,شيء,np
1481,occupation,职业,مهنة,np
1482,occupational history,工作经历,التاريخ الوظيفي,np
1483,occupied,有人,مشغول,np
1484,October,十月,أكتوبر,np
1485,off,关,مطفأ,np
1486,off-job training,脱产培训,تدريب خارج العمل,np
1487,office hours,办公时间,ساعات العمل,np
1488,office phone,办公电话,هاتف العمل,np
1489,official use only,官方填写,للاستخدام الرسمي فقط,np
1490,offspring,后代,النسل,np
1491,oil,油,زيت,np
1492,I'll take it.,我要买这个。,حسناً، سآخذه.,sent
1493,And anything else I can do for you?,还有什么别的需要吗?,وأي شيء آخر يمكنني فعله من أجلك؟,sent
1494,Anyting else?,还要其它的吗?,أي شيء آخر؟,sent
1495,I'll have that right out.,我马上拿给你。,سآخذ هذا الحق.,sent
1496,Thank you and we look forward to your arrival.,谢谢您，我们期盼您的到来。,شكرا لك ونتطلع إلى وصولك.,sent
1497,We look forward to your visit.,我们期待您的光临。,نحن نتطلع إلى زيارتكم.,sent
1498,"Your name, please?",请问您的名字?,اسمك من فضلك؟,sent
1499,Okay.,好的。,حسناًً,sent
1500,OK.,好的。,حسناًً,sent
1501,olive oil,橄榄油,زيت الزيتون,np
1502,Oman,阿曼,سلطنة عمان,np
1503,one,一,واحد,num
1504,economy class seat,经济舱座位,مقعد الدرجة السياحية,np
1505,"One extra pillow, please.",请再给我一个枕头。,وسادة إضافية، من فضلك.,sent
1506,"One more, please.",请再给我一个。,واحد إضافي، من فضلك.,sent
1507,one o'clock AM,凌晨一点钟,الساعة الواحدة صباحاً,np
1508,one o'clock PM,下午一点钟,الساعة الواحدة مساءً,np
1509,"One ticket to *, please.",要一张去*的票，谢谢,تذكرة واحدة إلى *.,vp
1510,one way,单行道,اتجاه واحد,adv
1511,one-way ticket,单程机票,تذكرة ذات إتجاه واحد,np
1512,onion,洋葱,بصلة,np
1513,Only first class tickets are available.,现在只有头等舱了。,فقط تذاكر الدرجة السياحية متوفرة,sent
1514,open,营业,مفتوح,adj
1515,to open,打开,لفتح,vp
1516,orange,橙子,البرتقالي,np
1517,orange color,橙色,برتقالي,adj
1518,orange juice,柳橙汁,عصير برتقال,np
1519,Osaka,大阪,أوساكا,np
1520,Oslo,奥斯陆,أوسلو,np
1521,others,其他,الغير,np
1522,Ottawa,渥太华,أوتاوا,np
1523,Our chef is trying his best.,我们的厨师正在尽最大的努力。,إن رئيس طهاتنا يحاول بأقصى بجهده,sent
1524,Our seats are separated.,我们的座位是分开的。,مقاعدنا منفصلة,sent
1525,Our table number is *.,我们预订桌号是*。,إن رقم طاولتنا هو *.,vp
1526,Our waiter will show you to your table.,我们的服务生会带您到餐位。,نادلنا سيريكم طاولتكم,sent
1527,Our waitress will be with you in a moment.,服务员马上就来。,نادلتنا ستكون معكم لخدمتكم في لحظات,sent
1528,Our waitress will get you tea in a minute.,服务员马上就给您上茶。,نادلتنا ستحضر لكم الشاي في لحظات,sent
1529,Outdoor Swimming Pools.,室外泳池。,أحواض سباحة خارجية,sent
1530,oxygen mask,氧气罩,قناع أوكسيجين,np
1531,oyster sauce,蚝油,صلصة المحار,np
1532,pain killer,止痛药,مسكن ألم,np
1533,painful,痛。,مؤلم,adj
1534,Pakistan,巴基斯坦,باكستان,np
1535,Palau,帕劳,بالاو,np
1536,Panama,巴拿马,بناما,np
1537,Panama City,巴拿马城,مدينة باناما,np
1538,paper napkin,纸巾,منديل ورقي,np
1539,Papua New Guinea,巴布亚新几内亚,بابوا غينيا الجديدة,np
1540,Paraguay,巴拉圭,باراغواي,np
1541,Pardon me?,可以再重复一遍吗？,عذراً/معذرة؟,sent
1542,parents,父母,والدين,np
1543,Paris,巴黎,باريس,np
1544,parting,停车处,تقسيم,np
1545,passenger manifest,乘客名单,بيان الركاب,np
1546,passenger plane,客机,طائرة ركاب,np
1547,"Passengers in the first class, please proceed to the boarding gate now.",请头等舱的旅客前往登机门。,ركاب الدرجة الأولى، يرجى التوجه نحو بوابة الصعود الآن.,sent
1548,passport,护照,جواز سفر,np
1549,passport control,入境检验,مراقبة الركاب,np
1550,passport control immigration,护照检查处,مراقبة الركاب الهجرة,np
1551,passport no,护照号,رقم الجواز,np
1552,Past the *.,传*,بعد ال*. / بعد أن تتخطى ال*.,vp
1553,pause,暂停,توقف مؤقت,np
1554,Please pay *.,请付款 *。,يرجى دفع *.,vp
1555,The total price is *.,总价格是*。,السعر الاجمالي هو *.,vp
1556,Can I pay?,我可以付钱吗？,هل يمكنني الدفع؟,sent
1557,Can you pay *?,你可以付*吗？,يمكنك أن تدفع *؟,vp
1558,Can I pay with *?,我可以用*付款吗？,هل يمكنني الدفع عن طريق *؟,vp
1559,I will pay *.,我会付钱的 *。,سأدفع *.,vp
1560,Smart phone,手机,الهاتف الذكي,np
1561,peanut,花生酱,فول سوداني,np
1562,pen,笔,قلم حبر,np
1563,pen name,笔名,اسم مستعار,np
1564,pencil,铅笔,قلم رصاص,np
1565,pepper,胡椒,فلفل,np
1566,pepper,胡椒,فلفل,np
1567,pepper,胡椒,فلفل,np
1568,pepper,胡椒,فلفل,np
1569,pepper shaker,胡椒瓶,قنينة رش الفلفل الأسود,np
1570,permanent address,永久住址,عنوان دائم,np
1571,Perth,珀斯,بيرث,np
1572,Peru,秘鲁,بيرو,np
1573,petrol,汽油,بترول,np
1574,Philippines,菲律宾,الفلبين,np
1575,Phnom Penh,金边,بنوم بنه,np
1576,pickle,咸菜,مخلل,np
1577,pillow,枕头,وسادة,np
1578,Pilot's Cockpit.,飞行员驾驶舱。,قمرة قيادة الطيار,sent
1579,plane no,机号,رقم الطيارة,np
1580,plane ticket,飞机票,تذكرة الطيارة,np
1581,Please accept our apology.,请接受我们的道歉。,أرجو قبول اعتذارنا.,sent
1582,Please be more careful in the future.,请以后多多注意。,أرجوك كم حذراً أكثر في المستقبل,sent
1583,Please be there * at the latest.,最晚请在*到那里。,أرجوك كن هناك  * على أبعد تقدير.,vp
1584,Please Call The Hotel Operator For More Information.,可以打电话询问酒店接线员更多信息。,أرجوك اتصل على عميل الفندق للمزيد من المعلومات,sent
1585,Please cancel my order if the food is not ready.,如果饭菜没做好的话请取消我的点餐吧。,أرجوك ألغي طلبي إذا كان الطعام ليس جاهزاً بعد.,sent
1586,Please check in at the airport two hours before departure.,请于起飞前*小时到机场办理登机手续。,أرجوك سجل دخولك في المطار ساعتين قبل إقلاع الطائرة,vp
1587,Please check-in at zone *,请到*区办理登机手续。,أرجوك سجل الدخول في منطقة *.,vp
1588,Please clean my room.,请清洁我的房间,من فضلك نظف غرفتي.,sent
1589,Please clean up the table.,请收拾一下桌子。,من فصلك نظف الطاولة.,sent
1590,Please clear the plates.,请洗干净这些碟子,من فضلك نظف الصحون.,sent
1591,Please come over for inspection.,请过来接受检查。,من فضلك تعال هنا للتفتيش.,sent
1592,Please come this way.,请往这边走。,من فضلك تعال من هنا.,sent
1593,Please come with me.,请跟我过来,أرجوك، تعال/تعالي معي.,sent
1594,Please do and hurry up!,请快一点!,أرجوم أسرع!,sent
1595,Please follow me.,请跟我来。,من فضلك اتبعني,sent
1596,Please follow the signs for zone R to check in.,请沿着标志引导到Ｒ区办理登机手续。,من فضلك اتبع الأسهم إلى منطقة R لتسجيل الدخول,sent
1597,Please give me *.,请给我*。,من فضلك أعطني *.,vp
1598,Please give me the paper towel.,请给我些纸巾。,من فضلك أعطني منديل ورقي آخر,sent
1599,Please give me your baggage claim tag.,请给我你的行李领取牌。,من فضلك أعطني بطاقة استلام أمتعتك,sent
1600,Please go to the transfer counter.,请到转机柜台办理。,من فضلك اذهب إلى شباك التحويل,sent
1601,Please have photo identification ready for inspection.,请准备好带照片的身份证接受检查。,من فضلك أبق صورة شخصية جاهزة للتفتيش.,sent
1602,Please have your luggage checked.,请自觉接受行包安检。,من فضلك دع أمتعتك للتفتيش,sent
1603,Please have your ticket or boarding card ready for inspection.,请把机票和登机牌准备好接受检查。,من فضلك أبق تذكرتك و بطاقة الصعود جاهزة للصعود,sent
1604,Please Keep Valuables With You.,贵重物品随身携带/贵重物品请自行妥善保管。,من فضلك أبق كل ممتلكاتك الثمينة معك,sent
1605,Please keep your seat belt fastened.,请系好安全带。,من فضلك أبق حزام المقعد مثبت,sent
1606,please leave your luggage with you at all times,请随身携带你的行李,من فضلك أبق أمتعتك معك في جميع الأوقات,np
1607,Please let us pass.,请让我们借过一下。,من فضلك دعني أمُرّ,sent
1608,Please open your bag. We'd like to have a look.,请把你的包打开，我们要检查一下。,من فضلك افتح حقيبتك.,sent
1609,Please pack the leftovers for me.,请帮我把剩菜打包。,من فضلك احزم ما تبقى من الطعام لي.,sent
1610,Please pass through the detector one by one.,请一个一个通过探测门。,يرجى العبور عبر الكاشف واحداً تلو الآخر,sent
1611,Please pull your table down. It's supper time.,晚餐时间到了，请放下桌子。,من فضلك اسحب طاولتك نحو الأسفل. إنه وقت العشاء.,sent
1612,Please put all carry-on luggage in a basket and then place it on the conveyor.,请把所有的随身行李放在一个筐里，然后把筐放在传送带上。,من فضلك ضع كل حقائب اليد في سلة و بعدها ضعها على الحزام الناقل,sent
1613,"Please put all your metallic objects such as coin,cellphone,chewing gum,cigarettes,and anything with Aluminum foil into the basket.",请把您随身携带的所有金属物品，如硬币、手机、口香糖、香烟、以 及带锡纸的物品等放在篮子里。,من فضلم ضع كل أدواتك المعدنية كالعملة، الهاتف النقال، العلكة، وأي شي يحتوي على الألومنيوم في السلة,sent
1614,Please put it here.,请把它放在这里。,من فضلك ضعه هنا,sent
1615,Please put me on the waiting list.,请把我列为候补。,من فضلك ضعني على لائحة الانتظار,sent
1616,Please put your baggage on the scale.,请把您的行李放在磅秤上。,من فضلك ضع أمتعتك على الميزان,sent
1617,Please put your package under your seat.,请把你的行李放在座位下面。,من فضلك ضع رزمتك تحت مقعدك,sent
1618,Please queue for flights to * destinations.,请排队办理前往*各地的登机手续。,من فضلك اصطف للرحلات الجوية إلى * الوجهات.,vp
1619,Please raise your arms.,请您抬起双臂。,من فضلك اررفع يديك.,sent
1620,Please Return This Key Card To The Front Desk When You Check Out.,结账时请将钥匙卡归还前台。,من فضلك أعد هذا المفتاح إلي المكتب الرئيسي عندما تسجل الخروج.,sent
1621,Please rush our order.,请快点做好我们的菜。,من فضلك عَجِّل طلبنا.,sent
1622,Please sit down.,请坐。,من فضلك اجلس هنا.,sent
1623,Please sit where you like.,请随意入座。,من فضلك اجلس أينما تريد,sent
1624,Please Take care Of Your Belongings.,请保管好随身物品。,من فضلك اعتني بممتلكاتك,sent
1625,Please take off your shoes.,请脱掉您的鞋子。,من فضلك اخلع حذائك,sent
1626,Please take seats.,请坐。,من فضلكم خذوا مقاعد,sent
1627,Please take your computer out and put it in the basket.,请把您的电脑从包里取出放入筐里。,من فضلك أخرج حاسوبك وضعه داخل السلة,sent
1628,Please tell me your name.,请告诉我您的名字。,من فضلك أخبرني باسمك,sent
1629,Please turn up the AC.,请把空调开大一点。,من فضلك شغل المكيف الهوائي.,sent
1630,Please unbutton your coat.,请把您的衣扣打开。,من فضلك فك أزرار قميصك,sent
1631,Please use the meter machine.,请打表。,من فضلك استعمل آلة السحب ببطاقة الائتمان.,sent
1632,Please wait a moment.,请稍等一会。,من فضلك انتظر للحظة,sent
1633,Please wait here or take advantage until our hostess escorts to your table.,请稍等或自便，有人会领你入座。,من فضلك انتظر هنا أو استغل إلى أن ترافقك مضيفتنا إلى طاولتك,sent
1634,Please.,请。,من فضلك,adv
1635,pocket,口袋,جيب,np
1636,poison,有毒,سم,np
1637,Poland,波兰,بولندا,np
1638,police,警察,الشرطة,np
1639,pork,猪肉,لحم خنزير,np
1640,Porridge.,白粥。,عصيدة/حساء الشعير,sent
1641,Port Moresby,端口莫尔兹比港,مرفئ مويسبي,np
1642,Porto,波尔图,بورتو,np
1643,Portugal,葡萄牙,البرتغال,np
1644,post doctorate,博士后,دراسات ما بعد الدكتوراة,np
1645,post office,邮局,مكتب البريد,np
1646,postage stamp,邮票,طابع بريدي,np
1647,postal code,邮政编码,الرمز البريدي,np
1648,postcard,明信片,بطاقة بريدية,np
1649,Prague,布拉格,براغ,np
1650,pre-flight safety demonstration,飞行安全示范,معلومات السلامة ما قبل الرحلة,np
1651,precise,一丝不苟的,دقيق,np
1652,prefecture,专区,ولاية,np
1653,Press the call button if you need any more help.,如果还有其他需求，可以按呼叫按钮通知我们。,اضغط على زر الاتصال إذا احتجت على أي مساعدة,sent
1654,Pretoria,比勒陀利亚,بريتوريا,np
1655,Price According To Season And Size Of Flat.,价格按季节和公寓大小而定。,سعر مبني على الموسم وحجم الشقة,sent
1656,Prices of food in this restaurant are much higher than that in other restaurants.,这家餐厅的价格比其他的餐厅高。,أسعار الطعام في هذا المطعم أعلى بكثير من المطاعم الثانية,sent
1657,prize fellow,奖学金生,جائزة الزميل,np
1658,Probably * hours.,大概*小时。,غالباً * ساعة/ساعات,vp
1659,professionalhistory,职业经历,التاريخ الاحترافي,np
1660,professionals & technical,专业技术人员,الحرفيين والتقني,np
1661,prohibited item,违禁物品,شيء محظور,np
1662,propeller-driven aircraft,螺旋桨飞机,طائرة مقادة بمراوح,np
1663,protect public propety,爱护公共财物,احم الممتلكات العامة,np
1664,province,省,مقاطعة,np
1665,pub,酒店,حانة,np
1666,public phone,公用电话,هاتف عمومي,np
1667,pull,拉,اسحب,vp
1668,Pune,普纳,بيون,np
1669,purple,紫色,بنفسجي,adj
1670,push,推,ادفع,vp
1671,"Put on your seat belt, please.",请系好安全带。,ضع حزام المقعد خاصتك، من فضلك.,sent
1672,"Put your carry-on luggage on the belt, please.",请把你的手提行李放在传送带上。,ضع أمتعتك اليدوية على الحزام، من فضلك.,sent
1673,Qatar,卡塔尔,دولة قطر,np
1674,Quantity allowed to take.,限带物品数量。,الكمية المسموح أخذها,sent
1675,queue here,在此排队,اصطف هنا,np
1676,quiet,安静,هادئ,adj
1677,ramp,停机坪,منحدر,np
1678,razor,剃刀,موس حلاقة,np
1679,reading light,阅读灯,ضوء القراءة,np
1680,realistic,实事求是的,واقعي,np
1681,receipt,发票,أيصال,np
1682,Reception,前台/服务台/接待,الاستقبال,sent
1683,reclaim belt,取行李传送带,حزام أعادة الإستلام,np
1684,red,红色,أحمر,adj
1685,red wine,红酒,نبيذ أحمر,np
1686,Reduced Rates For Elderly.,老人优惠。,رسوم مخفضة للكبار في السن,sent
1687,reduced speed now,减速行驶,سرعة مخفضة الآن,np
1688,refined sugar,白糖,سكر مكرر,np
1689,refresher course,进修课程,مادة تنشيطية/مسار تنشيطي,np
1690,Regulations on restriction of liquids.,限带液体物品的规定。,لوائح بشأن القيود الموضوعة حيال السوائل,sent
1691,relative,亲戚,قريب,np
1692,Remove Key.,取出钥匙卡。,أزل المفتاح,sent
1693,Report Suspicious Persons Or Acts.,报告可疑人员或可疑行为。,بلغ الأشخاص والتصرفات المشبوهة,sent
1694,responsible,负责的,مسؤول,np
1695,restaurant,餐厅,مطعم,np
1696,restaurant and pub,餐馆酒吧,مطعم وحانة,np
1697,restaurant lounge,酒店大厅,ردهة المطعم,np
1698,Restriction of hand carry-on articles.,随身携带的物品限制规定。,القيود على المقتنيات المحمولة باليد,sent
1699,rice,米饭,أرز,np
1700,rice bowl,饭碗,وعاء رز,np
1701,Riga,里加,ريغا,np
1702,right,右边,يمين,part
1703,Rio de Janeiro,里约热内卢,ريو دي جانيرو,np
1704,Riyadh,利雅得,مدينة الرياض,np
1705,road,路,شارع,np
1706,"road up, detour",马路施工，请绕行,الطريق المتابعة، انعطاف,np
1707,rock,洛杯,حجرة,np
1708,rock sugar,冰糖,صخر السكر,np
1709,Romania,罗马尼亚,رومانيا,np
1710,Rome,罗马,روما,np
1711,Room Reservation. Good afternoon.,客房预约部。下午好!,حجز الغرف. مساء الخير.,sent
1712,"Room Reservations. May i help you,sir?",客房预定。先生有什么需要我帮忙的吗?,حجز الغرف. هل بوسعي مساعدك، سيدي؟,sent
1713,Rotterdam,鹿特丹,روتردام,np
1714,Round trip back to *.,我要往返票，*月*日飞回*。,رحلة ذهاب وعودة ألى *.,vp
1715,Round trip or one way?,往返还是单程?,رحلة ذها وعودة أو إتجاه واحد؟,sent
1716,round-trip ticket,来回机票,رحلة ذهاب وعودة,np
1717,rum,朗姆酒,رم شراب مسكر,np
1718,runny nose,流鼻涕,سيلان الأنف,np
1719,Russian Federation,俄罗斯联邦,الاتحاد الروسي,np
1720,Rwanda,卢旺达,رواندا,np
1721,Safe Deposit Boxes Are Available At Front Desk.,前台可以提供保险箱。,تتوفر صناديق الودائع الآمنة في مكتب الاستقبال.,sent
1722,safety first,安全第一,السلامة أولاً,np
1723,Saint Petersburg,圣彼得堡,سان بطرسبرج,np
1724,Saint Vincent & the Grenadines,圣文森特和格林纳丁斯,سانت فنسنت وجزر غرينادين,np
1725,salad,沙拉,سلطة,np
1726,salad dressing,沙拉酱,سلطة خلع الملابس,np
1727,salad oil,色拉油,زيت السلطة,np
1728,salt,盐,ملح,np
1729,salt shaker,盐瓶,قنينة رش الملح,np
1730,Samoa,萨摩亚,ساموا,np
1731,San Marino,圣马力诺,سان مارينو,np
1732,Santiago,圣地亚哥,سانتياغو,np
1733,Sao Paulo,圣保罗,ساو باولو,np
